drugbank_id	atc
DB03426	D08AE03
DB03427	D08AE03
DB03428	D08AE03
DB03429	D08AE03
DB03430	D08AE03
DB03432	D08AE03
DB03433	D08AE03
DB03434	D08AE03
DB03435	D08AE03
DB03436	D08AE03
DB03437	D08AE03
DB03438	D08AE03
DB03439	D08AE03
DB03440	D08AE03
DB03441	D08AE03
DB03442	D08AE03
DB03443	D08AE03
DB03444	D08AE03
DB03445	D08AE03
DB03446	D08AE03
DB03447	D08AE03
DB03448	D08AE03
DB03449	D08AE03
DB03450	D08AE03
DB03451	D08AE03
DB03452	D08AE03
DB03453	D08AE03
DB03454	D08AE03
DB03455	D08AE03
DB03456	D08AE03
DB03458	D08AE03
DB03459	D08AE03
DB03460	D08AE03
DB03461	D08AE03
DB03462	D08AE03
DB03464	D08AE03
DB03466	D08AE03
DB03467	D08AE03
DB03468	D08AE03
DB03469	D08AE03
DB03470	D08AE03
DB03471	D08AE03
DB03472	D08AE03
DB03473	D08AE03
DB03474	D08AE03
DB03475	D08AE03
DB03476	D08AE03
DB03477	D08AE03
DB03478	D08AE03
DB03479	D08AE03
DB03480	D08AE03
DB03481	D08AE03
DB03482	D08AE03
DB03483	D08AE03
DB03484	D08AE03
DB03485	D08AE03
DB03486	D08AE03
DB03487	D08AE03
DB03488	D08AE03
DB03489	D08AE03
DB03490	D08AE03
DB03491	D08AE03
DB03492	D08AE03
DB03493	D08AE03
DB03495	D08AE03
DB03496	D08AE03
DB03497	D08AE03
DB03498	D08AE03
DB03499	D08AE03
DB03500	D08AE03
DB03501	D08AE03
DB03502	D08AE03
DB03503	D08AE03
DB03504	D08AE03
DB03505	D08AE03
DB03506	D08AE03
DB03507	D08AE03
DB03508	D08AE03
DB03509	D08AE03
DB03510	D08AE03
DB03511	D08AE03
DB03512	D08AE03
DB03513	D08AE03
DB03514	D08AE03
DB03515	D08AE03
DB03516	D08AE03
DB03517	D08AE03
DB03518	D08AE03
DB03520	D08AE03
DB03522	D08AE03
DB03523	D08AE03
DB03524	D08AE03
DB03525	D08AE03
DB03526	D08AE03
DB03528	D08AE03
DB03530	D08AE03
DB03531	D08AE03
DB03532	D08AE03
DB03533	D08AE03
DB03534	D08AE03
DB03535	D08AE03
DB03536	D08AE03
DB03537	D08AE03
DB03539	D08AE03
DB03540	D08AE03
DB03541	D08AE03
DB03542	D08AE03
DB03543	D08AE03
DB03544	D08AE03
DB03546	D08AE03
DB03548	D08AE03
DB03549	D08AE03
DB03550	D08AE03
DB03551	D08AE03
DB03552	D08AE03
DB03553	D08AE03
DB03554	D08AE03
DB03555	D08AE03
DB03556	D08AE03
DB03557	D08AE03
DB03558	D08AE03
DB03559	D08AE03
DB03560	D08AE03
DB03562	D08AE03
DB03564	D08AE03
DB03565	D08AE03
DB03566	D08AE03
DB03567	D08AE03
DB03568	D08AE03
DB03569	D08AE03
DB03570	D08AE03
DB03571	D08AE03
DB03572	D08AE03
DB03573	D08AE03
DB03574	D08AE03
DB03575	D08AE03
DB03576	D08AE03
DB03577	D08AE03
DB03578	D08AE03
DB03581	D08AE03
DB03582	D08AE03
DB03583	D08AE03
DB03584	D08AE03
DB03585	M01AA03
DB03585	M02AA04
DB03585	S01BC02
DB03586	S01BC02
DB03587	S01BC02
DB03588	S01BC02
DB03589	S01BC02
DB03590	S01BC02
DB03591	S01BC02
DB03592	S01BC02
DB03593	S01BC02
DB03594	S01BC02
DB03595	S01BC02
DB03596	S01BC02
DB03597	S01BC02
DB03598	S01BC02
DB03600	S01BC02
DB03601	S01BC02
DB03602	S01BC02
DB03603	S01BC02
DB03604	H03AA04
DB03604	D11AX08
DB03605	D11AX08
DB03606	D11AX08
DB03607	D11AX08
DB03608	D11AX08
DB03609	D11AX08
DB03610	D11AX08
DB03611	D11AX08
DB03612	D11AX08
DB03613	D11AX08
DB03614	B03BA05
DB03615	J01GB10
DB03616	D11AX08
DB03617	D11AX08
DB03618	D11AX08
DB03619	D11AX24
DB03621	D11AX08
DB03622	D11AX08
DB03623	D11AX08
DB03624	D11AX08
DB03626	D11AX08
DB03627	D11AX08
DB03628	D11AX08
DB03629	D11AX08
DB03630	D11AX08
DB03631	D11AX08
DB03632	D11AX08
DB03633	D11AX08
DB03634	D11AX08
DB03635	D11AX08
DB03636	D11AX08
DB03637	D11AX08
DB03638	D11AX08
DB03639	D11AX08
DB03640	D11AX08
DB03641	D11AX08
DB03642	D11AX08
DB03643	D11AX08
DB03644	D11AX08
DB03645	D11AX08
DB03646	D11AX08
DB03647	D11AX08
DB03648	D11AX08
DB03649	D11AX08
DB03650	D11AX08
DB03651	D11AX08
DB03652	D11AX08
DB03653	D11AX08
DB03654	D11AX08
DB03656	D11AX08
DB03657	D11AX08
DB03658	D11AX08
DB03659	D11AX08
DB03660	D11AX08
DB03661	D11AX08
DB03662	D11AX08
DB03663	D11AX08
DB03664	D11AX08
DB03666	D11AX08
DB03667	D11AX08
DB03668	D11AX08
DB03669	D11AX08
DB03670	D11AX08
DB03671	D11AX08
DB03672	D11AX08
DB03673	D11AX08
DB03675	D11AX08
DB03676	D11AX08
DB03677	D11AX08
DB03678	D11AX08
DB03679	D11AX08
DB03680	D11AX08
DB03682	D11AX08
DB03683	D11AX08
DB03685	D11AX08
DB03686	D11AX08
DB03687	D11AX08
DB03688	D11AX08
DB03690	D11AX08
DB03691	D11AX08
DB03692	D11AX08
DB03693	D11AX08
DB03694	D11AX08
DB03695	D11AX08
DB03696	D11AX08
DB03697	D11AX08
DB03698	D11AX08
DB03699	D11AX08
DB03700	D11AX08
DB03701	D11AX08
DB03702	D11AX08
DB03703	D11AX08
DB03704	D11AX08
DB03705	D11AX08
DB03706	D11AX08
DB03707	D11AX08
DB03708	D11AX08
DB03709	D11AX08
DB03710	D11AX08
DB03711	D11AX08
DB03712	D11AX08
DB03714	D11AX08
DB03716	D11AX08
DB03717	D11AX08
DB03718	D11AX08
DB03719	D11AX08
DB03720	D11AX08
DB03721	D11AX08
DB03722	D11AX08
DB03723	D11AX08
DB03724	D11AX08
DB03725	D11AX08
DB03726	D11AX08
DB03727	D11AX08
DB03728	D11AX08
DB03729	D11AX08
DB03730	D11AX08
DB03731	D11AX08
DB03732	D11AX08
DB03733	D11AX08
DB03734	D11AX08
DB03735	D11AX08
DB03736	D11AX08
DB03737	D11AX08
DB03738	D11AX08
DB03739	D11AX08
DB03740	D11AX08
DB03741	D11AX08
DB03742	D11AX08
DB03744	D11AX08
DB03745	D11AX08
DB03746	D11AX08
DB03747	D11AX08
DB03748	D11AX08
DB03749	D11AX08
DB03750	D11AX08
DB03751	D11AX08
DB03752	D11AX08
DB03753	D11AX08
DB03754	B05XX02
DB03754	B05BB03
DB03755	B05BB03
DB03756	B05BB03
DB03757	B05BB03
DB03758	B05BB03
DB03759	B05BB03
DB03760	B05BB03
DB03761	B05BB03
DB03763	B05BB03
DB03764	B05BB03
DB03765	B05BB03
DB03766	S01AX10
DB03767	B05BB03
DB03768	B05BB03
DB03769	B05BB03
DB03770	B05BB03
DB03771	B05BB03
DB03772	B05BB03
DB03773	B05BB03
DB03774	B05BB03
DB03775	B05BB03
DB03776	B05BB03
DB03777	B05BB03
DB03779	B05BB03
DB03780	B05BB03
DB03781	B05BB03
DB03782	B05BB03
DB03783	N02BE73
DB03783	N02BE03
DB03783	N02BE53
DB03784	N02BE53
DB03785	N02BE53
DB03787	N02BE53
DB03788	N02BE53
DB03789	N02BE53
DB03790	N02BE53
DB03791	N02BE53
DB03792	N02BE53
DB03793	A16AX30
DB03793	A16AX11
DB03793	V04CG30
DB03794	V04CG30
DB03795	V04CG30
DB03796	V04CG30
DB03797	V04CG30
DB03798	V04CG30
DB03799	V04CG30
DB03800	V04CG30
DB03801	V04CG30
DB03802	V04CG30
DB03803	V04CG30
DB03804	V04CG30
DB03807	V04CG30
DB03808	S03AA05
DB03808	D08AC04
DB03808	R02AA18
DB03808	R01AX07
DB03808	S01AX08
DB03809	S01AX08
DB03810	S01AX08
DB03811	S01AX08
DB03812	S01AX08
DB03813	S01AX08
DB03814	S01AX08
DB03815	S01AX08
DB03816	S01AX08
DB03817	S01AX08
DB03818	S01AX08
DB03819	S01AX08
DB03820	S01AX08
DB03821	S01AX08
DB03822	S01AX08
DB03823	S01AX08
DB03824	S01AX08
DB03825	S01AX08
DB03826	S01AX08
DB03827	S01AX08
DB03828	S01AX08
DB03829	S01AX08
DB03830	S01AX08
DB03831	S01AX08
DB03832	S01AX08
DB03833	S01AX08
DB03834	S01AX08
DB03835	S01AX08
DB03836	S01AX08
DB03837	S01AX08
DB03839	S01AX08
DB03840	S01AX08
DB03841	S01AX08
DB03842	S01AX08
DB03843	S01AX08
DB03844	S01AX08
DB03845	S01AX08
DB03846	S01AX08
DB03847	S01AX08
DB03848	S01AX08
DB03849	S01AX08
DB03850	S01AX08
DB03851	S01AX08
DB03852	R05CA13
DB03853	S01AX08
DB03854	S01AX08
DB03855	S01AX08
DB03856	S01AX08
DB03857	S01AX08
DB03858	S01AX08
DB03859	S01AX08
DB03860	S01AX08
DB03861	S01AX08
DB03862	S01AX08
DB03863	S01AX08
DB03864	S01AX08
DB03865	S01AX08
DB03866	S01AX08
DB03867	S01AX08
DB03868	S01AX08
DB03869	S01AX08
DB03870	S01AX08
DB03871	S01AX08
DB03872	S01AX08
DB03874	S01AX08
DB03876	S01AX08
DB03877	S01AX08
DB03878	S01AX08
DB03879	S01AX08
DB03880	S01AX08
DB03881	S01AX08
DB03882	S01AX08
DB03883	S01AX08
DB03884	S01AX08
DB03885	S01AX08
DB03886	S01AX08
DB03887	S01AX08
DB03888	S01AX08
DB03889	S01AX08
DB03890	S01AX08
DB03891	S01AX08
DB03892	S01AX08
DB03893	S01AX08
DB03894	S01AX08
DB03895	S01AX08
DB03896	S01AX08
DB03897	S01AX08
DB03898	S01AX08
DB03899	S01AX08
DB03900	S01AX08
DB03901	S01AX08
DB03902	S01AX08
DB03903	S01AX08
DB03904	D02AE01
DB03904	B05BC02
DB03904	D02AE51
DB03905	D02AE51
DB03906	D02AE51
DB03907	D02AE51
DB03908	D02AE51
DB03909	D02AE51
DB03910	D02AE51
DB03911	D02AE51
DB03912	D02AE51
DB03913	D02AE51
DB03914	D02AE51
DB03915	D02AE51
DB03916	D02AE51
DB03917	D02AE51
DB03918	D02AE51
DB03919	D02AE51
DB03920	D02AE51
DB03921	D02AE51
DB03923	D02AE51
DB03924	D02AE51
DB03925	D02AE51
DB03926	D02AE51
DB03927	D02AE51
DB03928	D02AE51
DB03929	D02AE51
DB03930	D02AE51
DB03931	D02AE51
DB03932	D02AE51
DB03933	D02AE51
DB03934	D02AE51
DB03935	D02AE51
DB03936	D02AE51
DB03937	D02AE51
DB03938	D02AE51
DB03939	D02AE51
DB03940	D02AE51
DB03941	D02AE51
DB03942	D02AE51
DB03943	D02AE51
DB03944	D02AE51
DB03945	D02AE51
DB03946	D02AE51
DB03947	D02AE51
DB03948	D02AE51
DB03949	D02AE51
DB03950	D02AE51
DB03951	D02AE51
DB03952	D02AE51
DB03953	D02AE51
DB03955	D02AE51
DB03956	D02AE51
DB03957	D02AE51
DB03958	D02AE51
DB03959	D02AE51
DB03960	D02AE51
DB03961	D02AE51
DB03962	D02AE51
DB03963	D02AE51
DB03964	D02AE51
DB03966	D02AE51
DB03967	D02AE51
DB03968	D02AE51
DB03970	D02AE51
DB03971	D02AE51
DB03972	D02AE51
DB03973	D02AE51
DB03974	D02AE51
DB03975	D02AE51
DB03976	D02AE51
DB03977	D02AE51
DB03978	D02AE51
DB03979	D02AE51
DB03980	D02AE51
DB03981	D02AE51
DB03982	D02AE51
DB03983	D02AE51
DB03984	D02AE51
DB03985	D02AE51
DB03986	D02AE51
DB03987	D02AE51
DB03988	D02AE51
DB03989	D02AE51
DB03990	D02AE51
DB03991	D02AE51
DB03992	D02AE51
DB03993	D02AE51
DB03994	D02AE51
DB03995	D02AE51
DB03996	D02AE51
DB03997	D02AE51
DB03998	D02AE51
DB03999	D02AE51
DB04000	D02AE51
DB04001	D02AE51
DB04002	D02AE51
DB04003	D02AE51
DB04004	D02AE51
DB04005	D02AE51
DB04006	D02AE51
DB04007	D02AE51
DB04008	D02AE51
DB04009	D02AE51
DB04010	D02AE51
DB04011	D02AE51
DB04012	D02AE51
DB04013	D02AE51
DB04014	D02AE51
DB04015	D02AE51
DB04016	D02AE51
DB04017	D02AE51
DB04018	D02AE51
DB04020	D02AE51
DB04021	D02AE51
DB04022	D02AE51
DB04023	D02AE51
DB04024	D02AE51
DB04026	D02AE51
DB04027	D02AE51
DB04028	D02AE51
DB04029	D02AE51
DB04030	D02AE51
DB04031	D02AE51
DB04032	D02AE51
DB04033	D02AE51
DB04034	D02AE51
DB04035	D02AE51
DB04036	D02AE51
DB04037	D02AE51
DB04038	D02AE51
DB04039	D02AE51
DB04040	D02AE51
DB04041	D02AE51
DB04042	D02AE51
DB04043	D02AE51
DB04044	D02AE51
DB04045	D02AE51
DB04046	D02AE51
DB04047	D02AE51
DB04048	D02AE51
DB04049	D02AE51
DB04050	D02AE51
DB04051	D02AE51
DB04052	D02AE51
DB04053	D02AE51
DB04054	D02AE51
DB04055	D02AE51
DB04057	D02AE51
DB04058	D02AE51
DB04059	D02AE51
DB04060	D02AE51
DB04061	D02AE51
DB04062	D02AE51
DB04063	D02AE51
DB04064	D02AE51
DB04065	D02AE51
DB04066	D02AE51
DB04067	D02AE51
DB04068	D02AE51
DB04069	D02AE51
DB04070	D02AE51
DB04071	D02AE51
DB04072	D02AE51
DB04073	D02AE51
DB04074	D02AE51
DB04075	D02AE51
DB04076	D02AE51
DB04079	D02AE51
DB04080	D02AE51
DB04081	D02AE51
DB04082	D02AE51
DB04083	D02AE51
DB04084	D02AE51
DB04085	D02AE51
DB04086	D02AE51
DB04087	D02AE51
DB04088	D02AE51
DB04089	D02AE51
DB04090	D02AE51
DB04092	D02AE51
DB04093	D02AE51
DB04094	D02AE51
DB04095	D02AE51
DB04096	D02AE51
DB04097	D02AE51
DB04098	D02AE51
DB04099	D02AE51
DB04100	D02AE51
DB04101	D02AE51
DB04102	D02AE51
DB04103	D02AE51
DB04104	D02AE51
DB04105	D02AE51
DB04106	L01AD05
DB04107	D02AE51
DB04108	D02AE51
DB04109	D02AE51
DB04110	D02AE51
DB04111	D02AE51
DB04112	D02AE51
DB04113	D02AE51
DB04114	D02AE51
DB04115	D02AE51
DB04116	D02AE51
DB04117	D02AE51
DB04118	D02AE51
DB04119	D02AE51
DB04120	D02AE51
DB04121	D02AE51
DB04122	D02AE51
DB04123	D02AE51
DB04124	D02AE51
DB04125	D02AE51
DB04126	D02AE51
DB04127	D02AE51
DB04128	D02AE51
DB04129	D02AE51
DB04130	D02AE51
DB04131	D02AE51
DB04132	D02AE51
DB04133	D02AE51
DB04135	D02AE51
DB04136	D02AE51
DB04137	D02AE51
DB04138	D02AE51
DB04139	D02AE51
DB04140	D02AE51
DB04141	D02AE51
DB04142	D02AE51
DB04143	D02AE51
DB04144	D02AE51
DB04145	C10AD05
DB04145	C04AC02
DB04146	C04AC02
DB04147	C04AC02
DB04149	C04AC02
DB04150	C04AC02
DB04151	C04AC02
DB04152	C04AC02
DB04153	C04AC02
DB04154	C04AC02
DB04155	C04AC02
DB04156	C04AC02
DB04157	C04AC02
DB04158	C04AC02
DB04159	C04AC02
DB04160	C04AC02
DB04161	C04AC02
DB04162	C04AC02
DB04163	C04AC02
DB04164	C04AC02
DB04165	N03AG02
DB04166	C04AC02
DB04167	C04AC02
DB04168	C04AC02
DB04169	C04AC02
DB04170	C04AC02
DB04171	C04AC02
DB04172	C04AC02
DB04173	V06DC02
DB04174	C04AC02
DB04175	C04AC02
DB04176	C04AC02
DB04177	C04AC02
DB04178	C04AC02
DB04179	C04AC02
DB04180	C04AC02
DB04182	C04AC02
DB04183	C04AC02
DB04185	C04AC02
DB04186	C04AC02
DB04187	C04AC02
DB04188	C04AC02
DB04189	C04AC02
DB04190	C04AC02
DB04191	C04AC02
DB04193	C04AC02
DB04194	C04AC02
DB04195	C04AC02
DB04196	C04AC02
DB04197	C04AC02
DB04198	C04AC02
DB04199	C04AC02
DB04200	C04AC02
DB04201	C04AC02
DB04202	C04AC02
DB04203	C04AC02
DB04204	C04AC02
DB04205	C04AC02
DB04206	C04AC02
DB04207	C04AC02
DB04208	C04AC02
DB04209	D08AH01
DB04209	R02AA02
DB04209	G01AC05
DB04210	G01AC05
DB04211	G01AC05
DB04212	G01AC05
DB04213	G01AC05
DB04214	G01AC05
DB04215	G01AC05
DB04216	G01AC05
DB04217	G01AC05
DB04218	G01AC05
DB04219	G01AC05
DB04220	G01AC05
DB04221	D08AJ06
DB04222	G01AC05
DB04223	G01AC05
DB04224	G01AC05
DB04225	G01AC05
DB04226	G01AC05
DB04227	G01AC05
DB04228	G01AC05
DB04229	G01AC05
DB04230	G01AC05
DB04231	G01AC05
DB04232	G01AC05
DB04233	G01AC05
DB04234	G01AC05
DB04235	G01AC05
DB04236	G01AC05
DB04237	G01AC05
DB04238	G01AC05
DB04239	G01AC05
DB04240	G01AC05
DB04241	G01AC05
DB04242	G01AC05
DB04243	G01AC05
DB04244	G01AC05
DB04246	G01AC05
DB04248	G01AC05
DB04249	G01AC05
DB04250	G01AC05
DB04252	G01AC05
DB04253	G01AC05
DB04254	G01AC05
DB04255	G01AC05
DB04256	G01AC05
DB04257	G01AC05
DB04258	G01AC05
DB04259	G01AC05
DB04260	G01AC05
DB04261	G01AC05
DB04262	G01AC05
DB04263	G01AC05
DB04264	G01AC05
DB04265	G01AC05
DB04266	G01AC05
DB04267	G01AC05
DB04268	G01AC05
DB04269	G01AC05
DB04270	G01AC05
DB04271	G01AC05
DB04272	A09AB04
DB04273	G01AC05
DB04274	G01AC05
DB04275	G01AC05
DB04276	G01AC05
DB04277	G01AC05
DB04278	G01AC05
DB04279	G01AC05
DB04280	G01AC05
DB04281	G01AC05
DB04282	G01AC05
DB04283	G01AC05
DB04284	G01AC05
DB04285	G01AC05
DB04286	G01AC05
DB04287	G01AC05
DB04288	G01AC05
DB04289	G01AC05
DB04291	G01AC05
DB04292	G01AC05
DB04293	G01AC05
DB04294	G01AC05
DB04295	G01AC05
DB04296	G01AC05
DB04297	G01AC05
DB04298	G01AC05
DB04299	G01AC05
DB04300	G01AC05
DB04301	G01AC05
DB04302	G01AC05
DB04303	G01AC05
DB04304	G01AC05
DB04306	G01AC05
DB04307	G01AC05
DB04308	G01AC05
DB04310	G01AC05
DB04311	G01AC05
DB04312	G01AC05
DB04313	G01AC05
DB04314	G01AC05
DB04315	G01AC05
DB04316	G01AC05
DB04317	G01AC05
DB04318	G01AC05
DB04320	G01AC05
DB04321	G01AC05
DB04322	G01AC05
DB04323	G01AC05
DB04324	G01AC05
DB04325	G01AC05
DB04326	G01AC05
DB04327	G01AC05
DB04328	G01AC05
DB04329	G01AC05
DB04330	G01AC05
DB04331	G01AC05
DB04332	G01AC05
DB04333	G01AC05
DB04334	G01AC05
DB04335	G01AX02
DB04335	S01XA10
DB04335	D06BB05
DB04336	D06BB05
DB04337	D06BB05
DB04338	D06BB05
DB04339	R05CB03
DB04340	D06BB05
DB04341	D06BB05
DB04342	D06BB05
DB04343	D06BB05
DB04345	D06BB05
DB04346	D06BB05
DB04347	D06BB05
DB04348	D06BB05
DB04349	D06BB05
DB04350	D06BB05
DB04351	D06BB05
DB04352	D06BB05
DB04353	D06BB05
DB04356	D06BB05
DB04357	D06BB05
DB04359	D06BB05
DB04360	D06BB05
DB04361	D06BB05
DB04362	D06BB05
DB04363	D06BB05
DB04364	D06BB05
DB04365	D06BB05
DB04366	D06BB05
DB04367	D06BB05
DB04368	D06BB05
DB04369	D06BB05
DB04370	D06BB05
DB04371	D06BB05
DB04372	D06BB05
DB04373	D06BB05
DB04374	D06BB05
DB04376	D06BB05
DB04377	C10AX05
DB04378	D06BB05
DB04379	D06BB05
DB04380	D06BB05
DB04381	D06BB05
DB04382	D06BB05
DB04383	D06BB05
DB04384	D06BB05
DB04385	D06BB05
DB04386	D06BB05
DB04387	D06BB05
DB04388	D06BB05
DB04389	D06BB05
DB04391	D06BB05
DB04392	D06BB05
DB04393	D06BB05
DB04394	D06BB05
DB04395	D06BB05
DB04396	D06BB05
DB04397	D06BB05
DB04398	G01AD01
DB04400	D06BB05
DB04401	D06BB05
DB04404	D06BB05
DB04405	D06BB05
DB04406	D06BB05
DB04407	D06BB05
DB04408	D06BB05
DB04409	D06BB05
DB04410	D06BB05
DB04411	D06BB05
DB04414	D06BB05
DB04415	D06BB05
DB04416	D06BB05
DB04417	D06BB05
DB04418	D06BB05
DB04419	D06BB05
DB04421	D06BB05
DB04422	D06BB05
DB04423	D06BB05
DB04424	D06BB05
DB04425	D06BB05
DB04426	D06BB05
DB04427	D06BB05
DB04429	D06BB05
DB04430	D06BB05
DB04431	D06BB05
DB04432	D06BB05
DB04433	D06BB05
DB04434	D06BB05
DB04436	D06BB05
DB04437	D06BB05
DB04438	D06BB05
DB04439	D06BB05
DB04440	D06BB05
DB04441	D06BB05
DB04442	D06BB05
DB04444	D06BB05
DB04445	D08AK30
DB04446	D06BB05
DB04447	D06BB05
DB04448	D06BB05
DB04449	D06BB05
DB04450	D06BB05
DB04451	D06BB05
DB04452	D06BB05
DB04453	D06BB05
DB04454	D06BB05
DB04455	D06BB05
DB04456	D06BB05
DB04457	D06BB05
DB04458	D06BB05
DB04459	D06BB05
DB04460	D06BB05
DB04461	D06BB05
DB04462	D06BB05
DB04463	D06BB05
DB04464	D06BB05
DB04465	D06BB05
DB04466	D06BB05
DB04467	D06BB05
DB04468	D06BB05
DB04469	D06BB05
DB04470	D06BB05
DB04471	D06BB05
DB04472	D06BB05
DB04473	D06BB05
DB04474	D06BB05
DB04476	D06BB05
DB04477	D06BB05
DB04478	D06BB05
DB04479	D06BB05
DB04480	D06BB05
DB04481	D06BB05
DB04482	D06BB05
DB04483	D06BB05
DB04484	D06BB05
DB04485	D06BB05
DB04486	D06BB05
DB04487	D06BB05
DB04488	D06BB05
DB04489	D06BB05
DB04490	D06BB05
DB04491	D06BB05
DB04492	D06BB05
DB04493	D06BB05
DB04494	D06BB05
DB04495	D06BB05
DB04496	D06BB05
DB04497	D06BB05
DB04498	D06BB05
DB04499	D06BB05
DB04500	D06BB05
DB04501	D06BB05
DB04502	D06BB05
DB04503	D06BB05
DB04504	D06BB05
DB04505	D06BB05
DB04506	D06BB05
DB04508	D06BB05
DB04509	D06BB05
DB04510	D06BB05
DB04511	D06BB05
DB04512	D06BB05
DB04513	D06BB05
DB04514	D06BB05
DB04515	D06BB05
DB04516	D06BB05
DB04517	D06BB05
DB04518	D06BB05
DB04519	D06BB05
DB04520	D06BB05
DB04521	D06BB05
DB04522	D06BB05
DB04523	D06BB05
DB04524	D06BB05
DB04525	D06BB05
DB04526	D06BB05
DB04527	D06BB05
DB04528	D06BB05
DB04529	D06BB05
DB04530	D06BB05
DB04531	D06BB05
DB04532	D06BB05
DB04533	D06BB05
DB04534	D06BB05
DB04537	D06BB05
DB04538	D06BB05
DB04539	D06BB05
DB04540	D06BB05
DB04541	D06BB05
DB04542	D06BB05
DB04543	D06BB05
DB04544	D06BB05
DB04545	D06BB05
DB04546	D06BB05
DB04547	D06BB05
DB04548	D06BB05
DB04549	D06BB05
DB04551	D06BB05
DB04552	M02AA17
DB04552	M01AX02
DB04553	M01AX02
DB04554	M01AX02
DB04555	M01AX02
DB04556	M01AX02
DB04557	M01AX02
DB04559	M01AX02
DB04560	M01AX02
DB04561	M01AX02
DB04562	M01AX02
DB04563	M01AX02
DB04564	M01AX02
DB04565	M01AX02
DB04566	M01AX02
DB04567	M01AX02
DB04568	M01AX02
DB04569	M01AX02
DB04570	J01DD06
DB04571	D05BA01
DB04571	D05AD01
DB04572	L01AC01
DB04573	G03CC06
DB04573	G03CA04
DB04574	G03CA04
DB04575	G03CA04
DB04576	J01MA08
DB04577	G03CA04
DB04578	G03CA04
DB04579	G03CA04
DB04580	G03CA04
DB04581	G03CA04
DB04582	G03CA04
DB04583	G03CA04
DB04584	G03CA04
DB04585	G03CA04
DB04586	G03CA04
DB04587	G03CA04
DB04588	G03CA04
DB04590	G03CA04
DB04591	G03CA04
DB04592	G03CA04
DB04593	G03CA04
DB04594	G03CA04
DB04595	G03CA04
DB04596	G03CA04
DB04597	G03CA04
DB04598	G03CA04
DB04599	N06BX11
DB04600	G03CA04
DB04601	G03CA04
DB04602	G03CA04
DB04603	G03CA04
DB04604	G03CA04
DB04605	G03CA04
DB04606	G03CA04
DB04607	G03CA04
DB04608	G03CA04
DB04609	G03CA04
DB04610	G03CA04
DB04612	G03CA04
DB04613	G03CA04
DB04614	G03CA04
DB04615	G03CA04
DB04616	G03CA04
DB04617	G03CA04
DB04618	G03CA04
DB04619	G03CA04
DB04620	G03CA04
DB04622	G03CA04
DB04623	G03CA04
DB04624	G03CA04
DB04626	G03CA04
DB04627	G03CA04
DB04628	G03CA04
DB04629	G03CA04
DB04630	H02AA01
DB04631	G03CA04
DB04632	G03CA04
DB04633	G03CA04
DB04634	G03CA04
DB04636	G03CA04
DB04637	G03CA04
DB04638	G03CA04
DB04639	G03CA04
DB04640	G03CA04
DB04641	G03CA04
DB04642	G03CA04
DB04643	G03CA04
DB04644	G03CA04
DB04645	G03CA04
DB04646	G03CA04
DB04647	G03CA04
DB04648	G03CA04
DB04649	G03CA04
DB04650	G03CA04
DB04651	G03CA04
DB04652	G03CA04
DB04653	G03CA04
DB04654	G03CA04
DB04655	G03CA04
DB04656	G03CA04
DB04657	G03CA04
DB04658	G03CA04
DB04659	G03CA04
DB04660	N07AX02
DB04661	G03CA04
DB04662	G03CA04
DB04663	G03CA04
DB04664	G03CA04
DB04665	G03CA04
DB04666	G03CA04
DB04667	G03CA04
DB04668	G03CA04
DB04669	G03CA04
DB04671	G03CA04
DB04672	G03CA04
DB04673	G03CA04
DB04674	G03CA04
DB04676	G03CA04
DB04677	G03CA04
DB04678	G03CA04
DB04679	G03CA04
DB04680	G03CA04
DB04681	G03CA04
DB04682	G03CA04
DB04683	G03CA04
DB04684	G03CA04
DB04685	G03CA04
DB04686	G03CA04
DB04687	G03CA04
DB04688	G03CA04
DB04689	G03CA04
DB04690	G03CA04
DB04691	G03CA04
DB04692	G03CA04
DB04693	G03CA04
DB04694	G03CA04
DB04695	G03CA04
DB04696	G03CA04
DB04697	G03CA04
DB04698	G03CA04
DB04699	G03CA04
DB04700	G03CA04
DB04701	G03CA04
DB04702	G03CA04
DB04703	G03CA04
DB04704	G03CA04
DB04705	G03CA04
DB04706	G03CA04
DB04707	G03CA04
DB04708	G03CA04
DB04709	G03CA04
DB04710	G03CA04
DB04711	V08AC04
DB04712	G03CA04
DB04713	G03CA04
DB04714	G03CA04
DB04715	G03CA04
DB04716	G03CA04
DB04717	G03CA04
DB04718	G03CA04
DB04719	G03CA04
DB04720	G03CA04
DB04721	G03CA04
DB04722	G03CA04
DB04723	G03CA04
DB04724	G03CA04
DB04725	G03CA04
DB04726	G03CA04
DB04727	G03CA04
DB04728	G03CA04
DB04729	G03CA04
DB04731	G03CA04
DB04732	G03CA04
DB04733	G03CA04
DB04734	G03CA04
DB04735	G03CA04
DB04736	G03CA04
DB04737	G03CA04
DB04738	G03CA04
DB04739	G03CA04
DB04740	G03CA04
DB04741	G03CA04
DB04742	G03CA04
DB04743	M01AX17
DB04743	M02AA26
DB04744	M02AA26
DB04745	M02AA26
DB04746	M02AA26
DB04747	M02AA26
DB04748	M02AA26
DB04749	M02AA26
DB04750	M02AA26
DB04751	M02AA26
DB04752	M02AA26
DB04753	M02AA26
DB04754	M02AA26
DB04755	M02AA26
DB04756	M02AA26
DB04757	M02AA26
DB04758	M02AA26
DB04759	M02AA26
DB04760	M02AA26
