ensembl_id	uniprotkb_id	gene_names	is_known_drug_tgt	is_disease_associated
ENSP00000419539	Q8IX94	CTAGE4	False	False
ENSP00000474279	S4R3F8	S4R3F8	False	False
ENSP00000347168	P62805	H4C1	False	True
ENSP00000347168	P62805	H4C9	False	True
ENSP00000347168	P62805	H4C4	False	True
ENSP00000347168	P62805	H4C6	False	True
ENSP00000347168	P62805	H4C12	False	True
ENSP00000347168	P62805	H4C11	False	True
ENSP00000347168	P62805	H4C3	False	True
ENSP00000347168	P62805	H4C8	False	True
ENSP00000347168	P62805	H4C2	False	True
ENSP00000347168	P62805	H4C5	False	True
ENSP00000347168	P62805	H4C13	False	True
ENSP00000347168	P62805	H4C14	False	True
ENSP00000347168	P62805	H4-16	False	True
ENSP00000347168	P62805	H4C15	False	True
ENSP00000347168	P62805	H4/A	False	True
ENSP00000347168	P62805	H4FA	False	True
ENSP00000347168	P62805	HIST1H4A	False	True
ENSP00000347168	P62805	H4/I	False	True
ENSP00000347168	P62805	H4FI	False	True
ENSP00000347168	P62805	HIST1H4B	False	True
ENSP00000347168	P62805	H4/G	False	True
ENSP00000347168	P62805	H4FG	False	True
ENSP00000347168	P62805	HIST1H4C	False	True
ENSP00000347168	P62805	H4/B	False	True
ENSP00000347168	P62805	H4FB	False	True
ENSP00000347168	P62805	HIST1H4D	False	True
ENSP00000347168	P62805	H4/J	False	True
ENSP00000347168	P62805	H4FJ	False	True
ENSP00000347168	P62805	HIST1H4E	False	True
ENSP00000347168	P62805	H4/C	False	True
ENSP00000347168	P62805	H4FC	False	True
ENSP00000347168	P62805	HIST1H4F	False	True
ENSP00000347168	P62805	H4/H	False	True
ENSP00000347168	P62805	H4FH	False	True
ENSP00000347168	P62805	HIST1H4H	False	True
ENSP00000347168	P62805	H4/M	False	True
ENSP00000347168	P62805	H4FM	False	True
ENSP00000347168	P62805	HIST1H4I	False	True
ENSP00000347168	P62805	H4/E	False	True
ENSP00000347168	P62805	H4FE	False	True
ENSP00000347168	P62805	HIST1H4J	False	True
ENSP00000347168	P62805	H4/D	False	True
ENSP00000347168	P62805	H4FD	False	True
ENSP00000347168	P62805	HIST1H4K	False	True
ENSP00000347168	P62805	H4/K	False	True
ENSP00000347168	P62805	H4FK	False	True
ENSP00000347168	P62805	HIST1H4L	False	True
ENSP00000347168	P62805	H4/N	False	True
ENSP00000347168	P62805	H4F2	False	True
ENSP00000347168	P62805	H4FN	False	True
ENSP00000347168	P62805	HIST2H4	False	True
ENSP00000347168	P62805	HIST2H4A	False	True
ENSP00000347168	P62805	H4/O	False	True
ENSP00000347168	P62805	H4FO	False	True
ENSP00000347168	P62805	HIST2H4B	False	True
ENSP00000347168	P62805	H4C16	False	True
ENSP00000347168	P62805	HIST4H4	False	True
ENSP00000305847	Q96QH8	SPACA5	False	False
ENSP00000305847	Q96QH8	LYZL5	False	False
ENSP00000305847	Q96QH8	SPACA5A	False	False
ENSP00000305847	Q96QH8	UNQ6288/PRO20753	False	False
ENSP00000305847	Q96QH8	SPACA5B	False	False
ENSP00000431814	E9PJI5	NPIPA7	False	False
ENSP00000328270	Q9BYQ5	KRTAP4-6	False	False
ENSP00000328270	Q9BYQ5	KAP4.15	False	False
ENSP00000328270	Q9BYQ5	KRTAP4-15	False	False
ENSP00000328270	Q9BYQ5	KRTAP4.15	False	False
ENSP00000328270	Q9BYQ5	KRTAP4.6	False	False
ENSP00000359096	P0DTE8	AMY1C	False	False
ENSP00000359096	P0DTE8	AMY1	False	False
ENSP00000424708	H0Y9P7	H0Y9P7	False	False
ENSP00000367164	P86496	PRR20A	False	False
ENSP00000367164	P86496	PRR20	False	False
ENSP00000375232	Q9BYQ6	KRTAP4-11	False	False
ENSP00000375232	Q9BYQ6	KAP4.14	False	False
ENSP00000375232	Q9BYQ6	KRTAP4-14	False	False
ENSP00000375232	Q9BYQ6	KRTAP4.11	False	False
ENSP00000375232	Q9BYQ6	KRTAP4.14	False	False
ENSP00000354694	Q8NCK3	ZNF485	False	True
ENSP00000458772	I3L1E1	C19orf84	False	False
ENSP00000411198	G5E9R7	KRTAP4-16	False	False
ENSP00000411198	G5E9R7	KRTAP4-16P	False	False
ENSP00000411198	G5E9R7	KRTAP4P1	False	False
ENSP00000479624	P23610	F8A1	False	True
ENSP00000479624	P23610	F8A2	False	True
ENSP00000479624	P23610	F8A3	False	True
ENSP00000411909	Q5JQC4	CT47A1	False	True
ENSP00000411909	Q5JQC4	CT47A11	False	True
ENSP00000411909	Q5JQC4	CT47A7	False	True
ENSP00000411909	Q5JQC4	CT47A10	False	True
ENSP00000411909	Q5JQC4	CT47A9	False	True
ENSP00000411909	Q5JQC4	CT47A8	False	True
ENSP00000411909	Q5JQC4	CT47A6	False	True
ENSP00000411909	Q5JQC4	CT47A5	False	True
ENSP00000411909	Q5JQC4	CT47A4	False	True
ENSP00000411909	Q5JQC4	CT47A3	False	True
ENSP00000411909	Q5JQC4	CT47A2	False	True
ENSP00000411909	Q5JQC4	CT47A12	False	True
ENSP00000411909	Q5JQC4	CT47.1	False	True
ENSP00000411909	Q5JQC4	CT47.2	False	True
ENSP00000411909	Q5JQC4	CT47.3	False	True
ENSP00000411909	Q5JQC4	CT47.4	False	True
ENSP00000411909	Q5JQC4	CT47.5	False	True
ENSP00000411909	Q5JQC4	CT47.6	False	True
ENSP00000411909	Q5JQC4	CT47.7	False	True
ENSP00000411909	Q5JQC4	CT47.8	False	True
ENSP00000411909	Q5JQC4	CT47.9	False	True
ENSP00000411909	Q5JQC4	CT47.10	False	True
ENSP00000411909	Q5JQC4	CT47.11	False	True
ENSP00000411909	Q5JQC4	CT47.12	False	True
ENSP00000421586	A6NEF3	GOLGA6L4	False	False
ENSP00000238628	Q96FT9	IFT43	False	True
ENSP00000238628	Q96FT9	C14orf179	False	True
ENSP00000348527	Q8N0S6	CENPL	False	True
ENSP00000348527	Q8N0S6	C1orf155	False	True
ENSP00000348527	Q8N0S6	ICEN33	False	True
ENSP00000252490	P02655	APOC2	False	True
ENSP00000252490	P02655	APC2	False	True
ENSP00000481184	P0DMV1	CT45A8	False	True
ENSP00000481184	P0DMV1	CT45A2	False	True
ENSP00000481184	P0DMV1	CT45A9	False	True
ENSP00000409318	Q9UIE0	ZNF230	False	True
ENSP00000409318	Q9UIE0	FDZF2	False	True
ENSP00000484789	P62805	H4C1	False	True
ENSP00000484789	P62805	H4C9	False	True
ENSP00000484789	P62805	H4C4	False	True
ENSP00000484789	P62805	H4C6	False	True
ENSP00000484789	P62805	H4C12	False	True
ENSP00000484789	P62805	H4C11	False	True
ENSP00000484789	P62805	H4C3	False	True
ENSP00000484789	P62805	H4C8	False	True
ENSP00000484789	P62805	H4C2	False	True
ENSP00000484789	P62805	H4C5	False	True
ENSP00000484789	P62805	H4C13	False	True
ENSP00000484789	P62805	H4C14	False	True
ENSP00000484789	P62805	H4-16	False	True
ENSP00000484789	P62805	H4C15	False	True
ENSP00000484789	P62805	H4/A	False	True
ENSP00000484789	P62805	H4FA	False	True
ENSP00000484789	P62805	HIST1H4A	False	True
ENSP00000484789	P62805	H4/I	False	True
ENSP00000484789	P62805	H4FI	False	True
ENSP00000484789	P62805	HIST1H4B	False	True
ENSP00000484789	P62805	H4/G	False	True
ENSP00000484789	P62805	H4FG	False	True
ENSP00000484789	P62805	HIST1H4C	False	True
ENSP00000484789	P62805	H4/B	False	True
ENSP00000484789	P62805	H4FB	False	True
ENSP00000484789	P62805	HIST1H4D	False	True
ENSP00000484789	P62805	H4/J	False	True
ENSP00000484789	P62805	H4FJ	False	True
ENSP00000484789	P62805	HIST1H4E	False	True
ENSP00000484789	P62805	H4/C	False	True
ENSP00000484789	P62805	H4FC	False	True
ENSP00000484789	P62805	HIST1H4F	False	True
ENSP00000484789	P62805	H4/H	False	True
ENSP00000484789	P62805	H4FH	False	True
ENSP00000484789	P62805	HIST1H4H	False	True
ENSP00000484789	P62805	H4/M	False	True
ENSP00000484789	P62805	H4FM	False	True
ENSP00000484789	P62805	HIST1H4I	False	True
ENSP00000484789	P62805	H4/E	False	True
ENSP00000484789	P62805	H4FE	False	True
ENSP00000484789	P62805	HIST1H4J	False	True
ENSP00000484789	P62805	H4/D	False	True
ENSP00000484789	P62805	H4FD	False	True
ENSP00000484789	P62805	HIST1H4K	False	True
ENSP00000484789	P62805	H4/K	False	True
ENSP00000484789	P62805	H4FK	False	True
ENSP00000484789	P62805	HIST1H4L	False	True
ENSP00000484789	P62805	H4/N	False	True
ENSP00000484789	P62805	H4F2	False	True
ENSP00000484789	P62805	H4FN	False	True
ENSP00000484789	P62805	HIST2H4	False	True
ENSP00000484789	P62805	HIST2H4A	False	True
ENSP00000484789	P62805	H4/O	False	True
ENSP00000484789	P62805	H4FO	False	True
ENSP00000484789	P62805	HIST2H4B	False	True
ENSP00000484789	P62805	H4C16	False	True
ENSP00000484789	P62805	HIST4H4	False	True
ENSP00000484638	P68431	H3C1	False	True
ENSP00000484638	P68431	H3C4	False	True
ENSP00000484638	P68431	H3C3	False	True
ENSP00000484638	P68431	H3C6	False	True
ENSP00000484638	P68431	H3C11	False	True
ENSP00000484638	P68431	H3C8	False	True
ENSP00000484638	P68431	H3C12	False	True
ENSP00000484638	P68431	H3C10	False	True
ENSP00000484638	P68431	H3C2	False	True
ENSP00000484638	P68431	H3C7	False	True
ENSP00000484638	P68431	H3FA	False	True
ENSP00000484638	P68431	HIST1H3A	False	True
ENSP00000484638	P68431	H3FL	False	True
ENSP00000484638	P68431	HIST1H3B	False	True
ENSP00000484638	P68431	H3FC	False	True
ENSP00000484638	P68431	HIST1H3C	False	True
ENSP00000484638	P68431	H3FB	False	True
ENSP00000484638	P68431	HIST1H3D	False	True
ENSP00000484638	P68431	H3FD	False	True
ENSP00000484638	P68431	HIST1H3E	False	True
ENSP00000484638	P68431	H3FI	False	True
ENSP00000484638	P68431	HIST1H3F	False	True
ENSP00000484638	P68431	H3FH	False	True
ENSP00000484638	P68431	HIST1H3G	False	True
ENSP00000484638	P68431	H3FK	False	True
ENSP00000484638	P68431	HIST1H3H	False	True
ENSP00000484638	P68431	H3FF	False	True
ENSP00000484638	P68431	HIST1H3I	False	True
ENSP00000484638	P68431	H3FJ	False	True
ENSP00000484638	P68431	HIST1H3J	False	True
ENSP00000366955	Q9BYR5	KRTAP4-2	False	False
ENSP00000366955	Q9BYR5	KAP4.2	False	False
ENSP00000366955	Q9BYR5	KRTAP4.2	False	False
ENSP00000428858	P0DKX4	SMIM18	False	False
ENSP00000438757	P86479	PRR20C	False	False
ENSP00000482270	A8MYA2	CXorf49	False	False
ENSP00000482270	A8MYA2	CXorf49B	False	False
ENSP00000356391	A0A3B3IQ51	CFHR2	False	False
ENSP00000469223	Q9UBD0	HSFX1	False	False
ENSP00000469223	Q9UBD0	LW-1	False	False
ENSP00000469223	Q9UBD0	HSFX2	False	False
ENSP00000316644	Q8N5N4	C3orf22	False	True
ENSP00000303999	A0A499FIA2	ARHGAP42	False	False
ENSP00000303999	A0A499FIA2	TMEM133	False	False
ENSP00000303999	A0A499FIA2	hCG_1729382	False	False
ENSP00000471905	P17021	ZNF17	False	False
ENSP00000471905	P17021	KIAA1947	False	False
ENSP00000471905	P17021	KOX10	False	False
ENSP00000474204	A4D2H0	CTAGE15	False	False
ENSP00000474204	A4D2H0	CTAGE15P	False	False
ENSP00000481508	B9A6J9	TBC1D3L	False	False
ENSP00000333660	Q7Z3V5	ZNF571	False	False
ENSP00000333660	Q7Z3V5	HSPC059	False	False
ENSP00000411004	A0A2U3U020	XG	False	False
ENSP00000479608	P0DMU7	CT45A6	False	False
ENSP00000479608	P0DMU7	CT45-6	False	False
ENSP00000479461	P62805	H4C1	False	True
ENSP00000479461	P62805	H4C9	False	True
ENSP00000479461	P62805	H4C4	False	True
ENSP00000479461	P62805	H4C6	False	True
ENSP00000479461	P62805	H4C12	False	True
ENSP00000479461	P62805	H4C11	False	True
ENSP00000479461	P62805	H4C3	False	True
ENSP00000479461	P62805	H4C8	False	True
ENSP00000479461	P62805	H4C2	False	True
ENSP00000479461	P62805	H4C5	False	True
ENSP00000479461	P62805	H4C13	False	True
ENSP00000479461	P62805	H4C14	False	True
ENSP00000479461	P62805	H4-16	False	True
ENSP00000479461	P62805	H4C15	False	True
ENSP00000479461	P62805	H4/A	False	True
ENSP00000479461	P62805	H4FA	False	True
ENSP00000479461	P62805	HIST1H4A	False	True
ENSP00000479461	P62805	H4/I	False	True
ENSP00000479461	P62805	H4FI	False	True
ENSP00000479461	P62805	HIST1H4B	False	True
ENSP00000479461	P62805	H4/G	False	True
ENSP00000479461	P62805	H4FG	False	True
ENSP00000479461	P62805	HIST1H4C	False	True
ENSP00000479461	P62805	H4/B	False	True
ENSP00000479461	P62805	H4FB	False	True
ENSP00000479461	P62805	HIST1H4D	False	True
ENSP00000479461	P62805	H4/J	False	True
ENSP00000479461	P62805	H4FJ	False	True
ENSP00000479461	P62805	HIST1H4E	False	True
ENSP00000479461	P62805	H4/C	False	True
ENSP00000479461	P62805	H4FC	False	True
ENSP00000479461	P62805	HIST1H4F	False	True
ENSP00000479461	P62805	H4/H	False	True
ENSP00000479461	P62805	H4FH	False	True
ENSP00000479461	P62805	HIST1H4H	False	True
ENSP00000479461	P62805	H4/M	False	True
ENSP00000479461	P62805	H4FM	False	True
ENSP00000479461	P62805	HIST1H4I	False	True
ENSP00000479461	P62805	H4/E	False	True
ENSP00000479461	P62805	H4FE	False	True
ENSP00000479461	P62805	HIST1H4J	False	True
ENSP00000479461	P62805	H4/D	False	True
ENSP00000479461	P62805	H4FD	False	True
ENSP00000479461	P62805	HIST1H4K	False	True
ENSP00000479461	P62805	H4/K	False	True
ENSP00000479461	P62805	H4FK	False	True
ENSP00000479461	P62805	HIST1H4L	False	True
ENSP00000479461	P62805	H4/N	False	True
ENSP00000479461	P62805	H4F2	False	True
ENSP00000479461	P62805	H4FN	False	True
ENSP00000479461	P62805	HIST2H4	False	True
ENSP00000479461	P62805	HIST2H4A	False	True
ENSP00000479461	P62805	H4/O	False	True
ENSP00000479461	P62805	H4FO	False	True
ENSP00000479461	P62805	HIST2H4B	False	True
ENSP00000479461	P62805	H4C16	False	True
ENSP00000479461	P62805	HIST4H4	False	True
ENSP00000399711	Q5JQC4	CT47A1	False	True
ENSP00000399711	Q5JQC4	CT47A11	False	True
ENSP00000399711	Q5JQC4	CT47A7	False	True
ENSP00000399711	Q5JQC4	CT47A10	False	True
ENSP00000399711	Q5JQC4	CT47A9	False	True
ENSP00000399711	Q5JQC4	CT47A8	False	True
ENSP00000399711	Q5JQC4	CT47A6	False	True
ENSP00000399711	Q5JQC4	CT47A5	False	True
ENSP00000399711	Q5JQC4	CT47A4	False	True
ENSP00000399711	Q5JQC4	CT47A3	False	True
ENSP00000399711	Q5JQC4	CT47A2	False	True
ENSP00000399711	Q5JQC4	CT47A12	False	True
ENSP00000399711	Q5JQC4	CT47.1	False	True
ENSP00000399711	Q5JQC4	CT47.2	False	True
ENSP00000399711	Q5JQC4	CT47.3	False	True
ENSP00000399711	Q5JQC4	CT47.4	False	True
ENSP00000399711	Q5JQC4	CT47.5	False	True
ENSP00000399711	Q5JQC4	CT47.6	False	True
ENSP00000399711	Q5JQC4	CT47.7	False	True
ENSP00000399711	Q5JQC4	CT47.8	False	True
ENSP00000399711	Q5JQC4	CT47.9	False	True
ENSP00000399711	Q5JQC4	CT47.10	False	True
ENSP00000399711	Q5JQC4	CT47.11	False	True
ENSP00000399711	Q5JQC4	CT47.12	False	True
ENSP00000372139	P59665	DEFA1	False	True
ENSP00000372139	P59665	DEFA1B	False	True
ENSP00000372139	P59665	DEF1	False	True
ENSP00000372139	P59665	DEFA2	False	True
ENSP00000372139	P59665	MRS	False	True
ENSP00000333725	P17031	ZNF26	False	False
ENSP00000333725	P17031	KOX20	False	False
ENSP00000452479	Q92843	BCL2L2	False	True
ENSP00000452479	Q92843	BCLW	False	True
ENSP00000452479	Q92843	KIAA0271	False	True
ENSP00000405165	P0CW19	LIMS3	False	True
ENSP00000405165	P0CW19	LIMS4	False	True
ENSP00000405165	P0CW19	PINCH3	False	True
ENSP00000384214	A1L429	GAGE12B	False	True
ENSP00000384214	A1L429	GAGE12C	False	True
ENSP00000384214	A1L429	GAGE12E	False	True
ENSP00000384214	A1L429	GAGE12D	False	True
ENSP00000431371	E9PLN8	E9PLN8	False	False
ENSP00000322421	P69905	HBA1	True	True
ENSP00000322421	P69905	HBA2	True	True
ENSP00000359100	P0DUB6	AMY1A	False	False
ENSP00000359100	P0DUB6	AMY1	False	False
ENSP00000409316	Q6IEY1	OR4F3	False	False
ENSP00000409316	Q6IEY1	OR4F16	False	False
ENSP00000409316	Q6IEY1	OR4F29	False	False
ENSP00000456333	A6NLX4	TMEM210	False	False
ENSP00000295896	Q96BT1	C3orf49	False	False
ENSP00000420840	Q9Y5I3	PCDHA1	False	True
ENSP00000483842	P04908	H2AC4	False	True
ENSP00000483842	P04908	H2AC8	False	True
ENSP00000483842	P04908	H2AFM	False	True
ENSP00000483842	P04908	HIST1H2AB	False	True
ENSP00000483842	P04908	H2AFA	False	True
ENSP00000483842	P04908	HIST1H2AE	False	True
ENSP00000294635	A6NM62	LRRC53	False	False
ENSP00000422887	Q0WX57	USP17L24	False	True
ENSP00000422887	Q0WX57	USP17L25	False	True
ENSP00000422887	Q0WX57	USP17L26	False	True
ENSP00000422887	Q0WX57	USP17L27	False	True
ENSP00000422887	Q0WX57	USP17L28	False	True
ENSP00000422887	Q0WX57	USP17L29	False	True
ENSP00000422887	Q0WX57	USP17L30	False	True
ENSP00000422887	Q0WX57	USP17	False	True
ENSP00000422887	Q0WX57	USP17H	False	True
ENSP00000422887	Q0WX57	USP17I	False	True
ENSP00000422887	Q0WX57	USP17J	False	True
ENSP00000422887	Q0WX57	USP17K	False	True
ENSP00000422887	Q0WX57	USP17L	False	True
ENSP00000422887	Q0WX57	USP17M	False	True
ENSP00000358154	Q71DI3	H3C15	False	True
ENSP00000358154	Q71DI3	H3C14	False	True
ENSP00000358154	Q71DI3	H3C13	False	True
ENSP00000358154	Q71DI3	HIST2H3A	False	True
ENSP00000358154	Q71DI3	H3F2	False	True
ENSP00000358154	Q71DI3	H3FM	False	True
ENSP00000358154	Q71DI3	HIST2H3C	False	True
ENSP00000358154	Q71DI3	HIST2H3D	False	True
ENSP00000319817	Q9H6K4	OPA3	False	True
ENSP00000328335	Q96HG1	SMIM10	False	True
ENSP00000328335	Q96HG1	CXorf69	False	True
ENSP00000471593	P0DKX0	ZNF728	False	False
ENSP00000364165	A0A1B0GWZ1	CCDC7	False	False
ENSP00000321249	Q8N7X8	SIGLECL1	False	False
ENSP00000321249	Q8N7X8	C19orf75	False	False
ENSP00000473871	S4R325	URGCP-MRPS24	False	False
ENSP00000325681	P86791	CCZ1	False	True
ENSP00000325681	P86791	CCZ1B	False	True
ENSP00000325681	P86791	C7orf28A	False	True
ENSP00000325681	P86791	CGI-43	False	True
ENSP00000477922	Q16385	SSX2	False	True
ENSP00000477922	Q16385	SSX2B	False	True
ENSP00000477922	Q16385	SSX2A	False	True
ENSP00000404247	Q8IVW1	ARL17A	False	True
ENSP00000404247	Q8IVW1	ARL17B	False	True
ENSP00000404247	Q8IVW1	ARL17P1	False	True
ENSP00000404247	Q8IVW1	ARF1P2	False	True
ENSP00000404247	Q8IVW1	PRO2667	False	True
ENSP00000221973	P55344	LIM2	False	True
ENSP00000406581	O14647	CHD2	False	True
ENSP00000458065	Q9UBX2	DUX4	False	True
ENSP00000458065	Q9UBX2	DUX10	False	True
ENSP00000352627	P0C0S8	H2AC11	False	True
ENSP00000352627	P0C0S8	H2AC13	False	True
ENSP00000352627	P0C0S8	H2AC15	False	True
ENSP00000352627	P0C0S8	H2AC16	False	True
ENSP00000352627	P0C0S8	H2AC17	False	True
ENSP00000352627	P0C0S8	H2AFP	False	True
ENSP00000352627	P0C0S8	HIST1H2AG	False	True
ENSP00000352627	P0C0S8	H2AFC	False	True
ENSP00000352627	P0C0S8	HIST1H2AI	False	True
ENSP00000352627	P0C0S8	H2AFD	False	True
ENSP00000352627	P0C0S8	HIST1H2AK	False	True
ENSP00000352627	P0C0S8	H2AFI	False	True
ENSP00000352627	P0C0S8	HIST1H2AL	False	True
ENSP00000352627	P0C0S8	H2AFN	False	True
ENSP00000352627	P0C0S8	HIST1H2AM	False	True
ENSP00000330484	P0DTE7	AMY1B	False	False
ENSP00000330484	P0DTE7	AMY1	False	False
ENSP00000392206	Q5VTM2	AGAP9	False	False
ENSP00000392206	Q5VTM2	CTGLF6	False	False
ENSP00000362621	Q5JQF8	PABPC1L2A	False	False
ENSP00000362621	Q5JQF8	PABPC1L2	False	False
ENSP00000362621	Q5JQF8	RBM32A	False	False
ENSP00000362621	Q5JQF8	PABPC1L2B	False	False
ENSP00000362621	Q5JQF8	RBM32B	False	False
ENSP00000216071	O95567	C22orf31	False	True
ENSP00000364766	Q9HD64	XAGE1A	False	True
ENSP00000364766	Q9HD64	XAGE1B	False	True
ENSP00000364766	Q9HD64	GAGED2	False	True
ENSP00000364766	Q9HD64	XAGE1	False	True
ENSP00000364766	Q9HD64	XAGE1C	False	True
ENSP00000364766	Q9HD64	XAGE1D	False	True
ENSP00000364766	Q9HD64	XAGE1E	False	True
ENSP00000471224	Q5HYR2	DMRTC1	False	False
ENSP00000471224	Q5HYR2	DMRTC1B	False	False
ENSP00000432353	Q9GZY1	PBOV1	False	True
ENSP00000432353	Q9GZY1	UROC28	False	True
ENSP00000428966	A0A0G2JH32	A0A0G2JH32	False	False
ENSP00000465212	K7EJK4	K7EJK4	False	False
ENSP00000480960	P62805	H4C1	False	True
ENSP00000480960	P62805	H4C9	False	True
ENSP00000480960	P62805	H4C4	False	True
ENSP00000480960	P62805	H4C6	False	True
ENSP00000480960	P62805	H4C12	False	True
ENSP00000480960	P62805	H4C11	False	True
ENSP00000480960	P62805	H4C3	False	True
ENSP00000480960	P62805	H4C8	False	True
ENSP00000480960	P62805	H4C2	False	True
ENSP00000480960	P62805	H4C5	False	True
ENSP00000480960	P62805	H4C13	False	True
ENSP00000480960	P62805	H4C14	False	True
ENSP00000480960	P62805	H4-16	False	True
ENSP00000480960	P62805	H4C15	False	True
ENSP00000480960	P62805	H4/A	False	True
ENSP00000480960	P62805	H4FA	False	True
ENSP00000480960	P62805	HIST1H4A	False	True
ENSP00000480960	P62805	H4/I	False	True
ENSP00000480960	P62805	H4FI	False	True
ENSP00000480960	P62805	HIST1H4B	False	True
ENSP00000480960	P62805	H4/G	False	True
ENSP00000480960	P62805	H4FG	False	True
ENSP00000480960	P62805	HIST1H4C	False	True
ENSP00000480960	P62805	H4/B	False	True
ENSP00000480960	P62805	H4FB	False	True
ENSP00000480960	P62805	HIST1H4D	False	True
ENSP00000480960	P62805	H4/J	False	True
ENSP00000480960	P62805	H4FJ	False	True
ENSP00000480960	P62805	HIST1H4E	False	True
ENSP00000480960	P62805	H4/C	False	True
ENSP00000480960	P62805	H4FC	False	True
ENSP00000480960	P62805	HIST1H4F	False	True
ENSP00000480960	P62805	H4/H	False	True
ENSP00000480960	P62805	H4FH	False	True
ENSP00000480960	P62805	HIST1H4H	False	True
ENSP00000480960	P62805	H4/M	False	True
ENSP00000480960	P62805	H4FM	False	True
ENSP00000480960	P62805	HIST1H4I	False	True
ENSP00000480960	P62805	H4/E	False	True
ENSP00000480960	P62805	H4FE	False	True
ENSP00000480960	P62805	HIST1H4J	False	True
ENSP00000480960	P62805	H4/D	False	True
ENSP00000480960	P62805	H4FD	False	True
ENSP00000480960	P62805	HIST1H4K	False	True
ENSP00000480960	P62805	H4/K	False	True
ENSP00000480960	P62805	H4FK	False	True
ENSP00000480960	P62805	HIST1H4L	False	True
ENSP00000480960	P62805	H4/N	False	True
ENSP00000480960	P62805	H4F2	False	True
ENSP00000480960	P62805	H4FN	False	True
ENSP00000480960	P62805	HIST2H4	False	True
ENSP00000480960	P62805	HIST2H4A	False	True
ENSP00000480960	P62805	H4/O	False	True
ENSP00000480960	P62805	H4FO	False	True
ENSP00000480960	P62805	HIST2H4B	False	True
ENSP00000480960	P62805	H4C16	False	True
ENSP00000480960	P62805	HIST4H4	False	True
ENSP00000436767	B0QZA9	PAOX	False	False
ENSP00000436767	B0QZA9	hCG_19149	False	False
ENSP00000485628	Q5VU36	SPATA31A5	False	False
ENSP00000485628	Q5VU36	FAM75A5	False	False
ENSP00000463024	A0A0A6YYL5	FXYD6-FXYD2	False	False
ENSP00000367038	Q9P2E9	RRBP1	False	True
ENSP00000367038	Q9P2E9	KIAA1398	False	True
ENSP00000158009	Q8TC99	FNDC8	False	False
ENSP00000349467	P0DP23	CALM1	True	True
ENSP00000349467	P0DP23	CALM2	True	True
ENSP00000349467	P0DP23	CALM3	True	True
ENSP00000349467	P0DP23	CALM	True	True
ENSP00000349467	P0DP23	CAM	True	True
ENSP00000349467	P0DP23	CAM1	True	True
ENSP00000482431	P0C0S8	H2AC11	False	True
ENSP00000482431	P0C0S8	H2AC13	False	True
ENSP00000482431	P0C0S8	H2AC15	False	True
ENSP00000482431	P0C0S8	H2AC16	False	True
ENSP00000482431	P0C0S8	H2AC17	False	True
ENSP00000482431	P0C0S8	H2AFP	False	True
ENSP00000482431	P0C0S8	HIST1H2AG	False	True
ENSP00000482431	P0C0S8	H2AFC	False	True
ENSP00000482431	P0C0S8	HIST1H2AI	False	True
ENSP00000482431	P0C0S8	H2AFD	False	True
ENSP00000482431	P0C0S8	HIST1H2AK	False	True
ENSP00000482431	P0C0S8	H2AFI	False	True
ENSP00000482431	P0C0S8	HIST1H2AL	False	True
ENSP00000482431	P0C0S8	H2AFN	False	True
ENSP00000482431	P0C0S8	HIST1H2AM	False	True
ENSP00000358160	P68431	H3C1	False	True
ENSP00000358160	P68431	H3C4	False	True
ENSP00000358160	P68431	H3C3	False	True
ENSP00000358160	P68431	H3C6	False	True
ENSP00000358160	P68431	H3C11	False	True
ENSP00000358160	P68431	H3C8	False	True
ENSP00000358160	P68431	H3C12	False	True
ENSP00000358160	P68431	H3C10	False	True
ENSP00000358160	P68431	H3C2	False	True
ENSP00000358160	P68431	H3C7	False	True
ENSP00000358160	P68431	H3FA	False	True
ENSP00000358160	P68431	HIST1H3A	False	True
ENSP00000358160	P68431	H3FL	False	True
ENSP00000358160	P68431	HIST1H3B	False	True
ENSP00000358160	P68431	H3FC	False	True
ENSP00000358160	P68431	HIST1H3C	False	True
ENSP00000358160	P68431	H3FB	False	True
ENSP00000358160	P68431	HIST1H3D	False	True
ENSP00000358160	P68431	H3FD	False	True
ENSP00000358160	P68431	HIST1H3E	False	True
ENSP00000358160	P68431	H3FI	False	True
ENSP00000358160	P68431	HIST1H3F	False	True
ENSP00000358160	P68431	H3FH	False	True
ENSP00000358160	P68431	HIST1H3G	False	True
ENSP00000358160	P68431	H3FK	False	True
ENSP00000358160	P68431	HIST1H3H	False	True
ENSP00000358160	P68431	H3FF	False	True
ENSP00000358160	P68431	HIST1H3I	False	True
ENSP00000358160	P68431	H3FJ	False	True
ENSP00000358160	P68431	HIST1H3J	False	True
ENSP00000321021	Q8N5U0	C11orf42	False	True
ENSP00000369963	Q9NUB4	C20orf141	False	False
ENSP00000366679	Q96KK5	H2AC12	False	True
ENSP00000366679	Q96KK5	HIST1H2AH	False	True
ENSP00000366679	Q96KK5	HIST1H2AI	False	True
ENSP00000233596	Q96HR9	REEP6	False	True
ENSP00000233596	Q96HR9	C19orf32	False	True
ENSP00000233596	Q96HR9	DP1L1	False	True
ENSP00000465978	A8MUP6	GSG1L2	False	False
ENSP00000462667	P62805	H4C1	False	True
ENSP00000462667	P62805	H4C9	False	True
ENSP00000462667	P62805	H4C4	False	True
ENSP00000462667	P62805	H4C6	False	True
