source	dst
DB00291	DB01168
DB00291	DB01169
DB00291	DB01181
DB00291	DB01204
DB00291	DB01206
DB00291	DB01229
DB00291	DB01234
DB00291	DB01248
DB00291	DB01254
DB00291	DB01262
DB00291	DB01268
DB00291	DB01280
DB00291	DB01590
DB00291	DB02546
DB00291	DB04572
DB00291	DB04845
DB00291	DB04868
DB00291	DB05015
DB00291	DB05109
DB00291	DB05258
DB00291	DB05472
DB00291	DB06287
DB00291	DB06589
DB00291	DB06603
DB00291	DB06616
DB00291	DB06769
DB00291	DB06772
DB00291	DB06813
DB00291	DB08871
DB00291	DB08877
DB00291	DB08889
DB00291	DB08901
DB00291	DB08910
DB00291	DB08935
DB00291	DB09036
DB00291	DB09052
DB00291	DB09053
DB00291	DB09054
DB00291	DB09073
DB00291	DB09074
DB00291	DB09077
DB00291	DB09122
DB00291	DB12025
DB00291	DB12814
DB00291	DB12947
DB00291	DB01097
DB00291	DB00072
DB00291	DB08868
DB00291	DB00864
DB00291	DB12768
DB00291	DB09030
DB00291	DB00313
DB00291	DB00091
DB00291	DB00016
DB00291	DB15119
DB00291	DB06650
DB00291	DB06343
DB00293	DB06643
DB00293	DB00008
DB00293	DB00011
DB00293	DB00018
DB00293	DB00022
DB00293	DB00033
DB00293	DB00034
DB00293	DB00041
DB00293	DB00056
DB00293	DB00059
DB00293	DB00068
DB00293	DB00069
DB00293	DB00073
DB00293	DB00078
DB00293	DB00087
DB00293	DB00105
DB00293	DB00188
DB00293	DB00242
DB00293	DB00262
DB00293	DB00290
DB00293	DB00291
DB00293	DB00305
DB00293	DB00307
DB00293	DB00322
DB00293	DB00352
DB00293	DB00361
DB00293	DB00398
DB00293	DB00428
DB00293	DB00432
DB00293	DB00441
DB00293	DB00444
DB00293	DB00445
DB00293	DB00480
DB00293	DB00515
DB00293	DB00526
DB00293	DB00531
DB00293	DB00541
DB00293	DB00544
DB00293	DB00563
DB00293	DB00570
DB00293	DB00619
DB00293	DB00631
DB00293	DB00635
DB00293	DB00642
DB00293	DB00694
DB00293	DB00755
DB00293	DB00762
DB00293	DB00773
DB00293	DB00851
DB00293	DB00853
DB00293	DB00877
DB00293	DB00928
DB00293	DB00958
DB00293	DB00959
DB00293	DB00970
DB00293	DB00987
DB00293	DB00997
DB00293	DB01005
DB00293	DB01008
DB00293	DB01024
DB00293	DB01030
DB00293	DB01033
DB00293	DB01041
DB00293	DB01042
DB00293	DB01073
DB00293	DB01101
DB00293	DB01168
DB00293	DB01169
DB00293	DB01181
DB00293	DB01204
DB00293	DB01206
DB00293	DB01229
DB00293	DB01234
DB00293	DB01248
DB00293	DB01254
DB00293	DB01262
DB00293	DB01268
DB00293	DB01280
DB00293	DB01590
DB00293	DB02546
DB00293	DB04572
DB00293	DB04845
DB00293	DB04868
DB00293	DB05015
DB00293	DB05109
DB00293	DB05258
DB00293	DB05472
DB00293	DB06287
DB00293	DB06589
DB00293	DB06603
DB00293	DB06616
DB00293	DB06769
DB00293	DB06772
DB00293	DB06813
DB00293	DB08871
DB00293	DB08877
DB00293	DB08889
DB00293	DB08901
DB00293	DB08910
DB00293	DB08935
DB00293	DB09036
DB00293	DB09052
DB00293	DB09053
DB00293	DB09054
DB00293	DB09073
DB00293	DB09074
DB00293	DB09077
DB00293	DB09122
DB00293	DB12025
DB00293	DB12814
DB00293	DB12947
DB00293	DB00650
DB00293	DB03256
DB00293	DB01097
DB00293	DB00072
DB00293	DB08868
DB00293	DB00864
DB00293	DB09030
DB00293	DB12768
DB00293	DB00091
DB00293	DB00016
DB00293	DB15119
DB00293	DB06650
DB00293	DB06343
DB00305	DB06643
DB00305	DB00008
DB00305	DB00011
DB00305	DB00018
DB00305	DB00022
DB00305	DB00033
DB00305	DB00034
DB00305	DB00041
DB00305	DB00056
DB00305	DB00059
DB00305	DB00068
DB00305	DB00069
DB00305	DB00073
DB00305	DB00078
DB00305	DB00087
DB00305	DB00105
DB00305	DB00188
DB00305	DB00242
DB00305	DB00262
DB00305	DB00290
DB00305	DB00291
DB00305	DB00293
DB00305	DB00307
DB00305	DB00322
DB00305	DB00352
DB00305	DB00398
DB00305	DB00428
DB00305	DB00432
DB00305	DB00441
DB00305	DB00444
DB00305	DB00445
DB00305	DB00480
DB00305	DB00515
DB00305	DB00526
DB00305	DB00531
DB00305	DB00544
DB00305	DB00563
DB00305	DB00619
DB00305	DB00631
DB00305	DB00635
DB00305	DB00642
DB00305	DB00694
DB00305	DB00755
DB00305	DB00762
DB00305	DB00773
DB00305	DB00851
DB00305	DB00853
DB00305	DB00877
DB00305	DB00928
DB00305	DB00958
DB00305	DB00959
DB00305	DB00970
DB00305	DB00987
DB00305	DB00997
DB00305	DB01005
DB00305	DB01008
DB00305	DB01024
DB00305	DB01030
DB00305	DB01033
DB00305	DB01041
DB00305	DB01042
DB00305	DB01073
DB00305	DB01101
DB00305	DB01168
DB00305	DB01169
DB00305	DB01181
DB00305	DB01204
DB00305	DB01206
DB00305	DB01229
DB00305	DB01234
DB00305	DB01248
DB00305	DB01254
DB00305	DB01262
DB00305	DB01268
DB00305	DB01280
DB00305	DB01590
DB00305	DB02546
DB00305	DB04572
DB00305	DB04845
DB00305	DB04868
DB00305	DB05015
DB00305	DB05109
DB00305	DB05258
DB00305	DB05472
DB00305	DB06287
DB00305	DB06589
DB00305	DB06603
DB00305	DB06616
DB00305	DB06769
DB00305	DB06772
DB00305	DB06813
DB00305	DB08871
DB00305	DB08877
DB00305	DB08889
DB00305	DB08901
DB00305	DB08910
DB00305	DB08935
DB00305	DB09036
DB00305	DB09052
DB00305	DB09053
DB00305	DB09054
DB00305	DB09073
DB00305	DB09074
DB00305	DB09077
DB00305	DB09122
DB00305	DB12025
DB00305	DB12814
DB00305	DB12947
DB00305	DB01097
DB00305	DB00072
DB00305	DB08868
DB00305	DB00864
DB00305	DB00361
DB00305	DB00541
DB00305	DB00570
DB00305	DB01092
DB00305	DB01217
DB00305	DB00675
DB00305	DB06366
DB00305	DB00112
DB00305	DB12768
DB00305	DB09030
DB00305	DB00091
DB00305	DB00016
DB00305	DB15119
DB00305	DB06650
DB00305	DB06343
DB00307	DB06643
DB00307	DB00008
DB00307	DB00011
DB00307	DB00018
DB00307	DB00022
DB00307	DB00033
DB00307	DB00034
DB00307	DB00041
DB00307	DB00056
DB00307	DB00059
DB00307	DB00068
DB00307	DB00069
DB00307	DB00073
DB00307	DB00078
DB00307	DB00087
DB00307	DB00105
DB00307	DB00242
DB00307	DB00262
DB00307	DB00290
DB00307	DB00291
DB00307	DB00293
DB00307	DB00305
DB00307	DB00322
DB00307	DB00352
DB00307	DB00428
DB00307	DB00432
DB00307	DB00441
DB00307	DB00445
DB00307	DB00480
DB00307	DB00515
DB00307	DB00526
DB00307	DB00631
DB00307	DB00635
DB00307	DB00642
DB00307	DB00755
DB00307	DB00851
DB00307	DB00853
DB00307	DB00928
DB00307	DB00959
DB00307	DB00970
DB00307	DB01005
DB00307	DB01024
DB00307	DB01030
DB00307	DB01033
DB00307	DB01041
DB00307	DB01042
DB00307	DB01073
DB00307	DB01168
DB00307	DB01169
DB00307	DB01204
DB00307	DB01206
DB00307	DB01234
DB00307	DB01262
DB00307	DB01280
DB00307	DB02546
DB00307	DB05258
DB00307	DB05472
DB00307	DB06769
DB00307	DB06813
DB00307	DB08871
DB00307	DB08889
DB00307	DB08935
DB00307	DB09052
DB00307	DB09077
DB00307	DB09122
DB00307	DB12025
DB00307	DB12814
DB00307	DB12947
DB00307	DB00694
DB00307	DB00987
DB00307	DB05015
DB00307	DB00619
DB00307	DB09053
DB00307	DB00958
DB00307	DB00675
DB00307	DB01181
DB00307	DB01097
DB00307	DB00072
DB00307	DB08868
DB00307	DB00864
DB00307	DB01229
DB00307	DB00351
DB00307	DB00530
DB00307	DB13044
DB00307	DB09030
DB00307	DB09079
DB00307	DB11952
DB00307	DB12141
DB00307	DB12887
DB00307	DB00196
DB00307	DB01095
DB00307	DB01259
DB00307	DB01261
DB00307	DB11978
DB00307	DB01217
DB00307	DB11757
DB00307	DB12768
DB00307	DB00188
DB00307	DB00361
DB00307	DB00398
DB00307	DB00444
DB00307	DB00531
DB00307	DB00541
DB00307	DB00570
DB00307	DB00762
DB00307	DB00773
DB00307	DB00997
DB00307	DB01248
DB00307	DB01268
DB00307	DB04572
DB00307	DB04845
DB00307	DB05109
DB00307	DB06589
DB00307	DB06603
DB00307	DB06616
DB00307	DB06772
DB00307	DB08877
DB00307	DB08901
DB00307	DB08910
DB00307	DB09054
DB00307	DB09073
DB00307	DB09074
DB00307	DB00877
DB00307	DB01008
DB00307	DB01254
DB00307	DB01590
DB00307	DB06287
DB00307	DB08912
DB00307	DB12267
DB00307	DB13874
DB00307	DB01128
DB00307	DB08881
DB00307	DB09063
DB00307	DB05239
DB00307	DB09330
DB00307	DB11963
DB00307	DB08896
DB00307	DB05294
DB00307	DB11363
DB00307	DB11581
DB00307	DB11703
DB00307	DB06626
DB00307	DB08865
DB00307	DB09143
DB00307	DB09570
DB00307	DB11828
DB00307	DB12978
DB00307	DB14568
DB00307	DB06176
DB00307	DB12001
DB00307	DB00544
DB00307	DB09256
DB00307	DB00665
DB00307	DB12332
DB00307	DB00501
DB00307	DB00227
DB00307	DB00641
DB00307	DB15822
DB00307	DB00580
DB00307	DB00203
DB00307	DB06803
DB00307	DB00904
DB00307	DB06370
DB00307	DB15233
DB00307	DB08828
DB00307	DB01101
DB00307	DB08875
DB00307	DB09036
DB00307	DB00313
DB00307	DB00560
DB00307	DB00091
DB00307	DB12147
DB00307	DB12015
DB00307	DB00563
DB00307	DB11986
DB00307	DB15035
DB00307	DB12941
DB00307	DB11689
DB00307	DB11652
DB00307	DB15102
DB00307	DB11791
DB00307	DB15685
DB00307	DB12674
DB00307	DB11800
DB00307	DB15569
DB00307	DB11886
DB00307	DB04868
DB00307	DB11730
DB00307	DB06595
DB00307	DB01026
DB00307	DB01167
DB00307	DB00016
DB00307	DB08899
DB00307	DB11901
DB00307	DB00648
DB00307	DB11672
DB00307	DB12597
DB00307	DB15119
DB00307	DB11697
DB00307	DB15133
DB00307	DB06650
DB00307	DB06343
DB00313	DB01041
DB00313	DB08912
DB00313	DB09053
DB00313	DB00762
DB00313	DB00227
DB00313	DB01030
DB00313	DB00853
DB00313	DB02546
DB00313	DB00432
DB00313	DB00741
DB00313	DB01261
DB00313	DB00864
DB00313	DB00007
DB00313	DB00014
DB00313	DB00526
DB00313	DB01388
DB00313	DB11841
DB00313	DB12141
DB00313	DB12174
DB00313	DB12376
DB00313	DB00433
DB00313	DB09078
DB00313	DB00904
DB00313	DB11718
DB00313	DB00104
DB00313	DB01259
DB00313	DB05465
DB00313	DB06663
DB00313	DB06699
DB00313	DB06719
DB00313	DB06825
DB00313	DB08871
DB00313	DB11853
DB00313	DB00377
DB00313	DB01168
DB00313	DB00203
DB00313	DB01095
DB00313	DB01097
DB00313	DB06370
DB00313	DB06803
DB00313	DB08828
DB00313	DB08899
DB00313	DB11689
DB00313	DB11757
DB00313	DB15233
DB00313	DB00539
DB00313	DB01169
DB00313	DB11978
DB00313	DB00619
DB00313	DB00196
DB00313	DB00322
DB00313	DB01006
DB00313	DB00650
DB00313	DB03256
DB00313	DB11919
DB00313	DB11901
DB00313	DB00831
DB00313	DB00279
DB00313	DB01033
DB00313	DB01092
DB00313	DB00642
DB00313	DB00631
DB00313	DB00501
DB00313	DB00499
DB00313	DB01005
DB00313	DB00947
DB00313	DB03496
DB00313	DB12941
DB00313	DB00641
DB00313	DB09030
DB00313	DB09079
DB00313	DB11952
DB00313	DB12887
DB00313	DB11886
DB00313	DB06603
DB00313	DB08865
DB00313	DB01268
DB00313	DB08910
DB00313	DB05294
DB00313	DB06176
DB00313	DB11730
DB00313	DB00563
DB00313	DB00997
DB00313	DB11703
DB00313	DB00773
DB00313	DB06626
DB00313	DB06772
DB00313	DB08901
DB00313	DB12267
DB00313	DB04572
DB00313	DB00091
DB00313	DB00877
DB00313	DB01008
DB00313	DB01590
DB00313	DB05239
DB00313	DB06287
DB00313	DB09054
DB00313	DB09330
DB00313	DB01254
DB00313	DB00541
DB00313	DB01248
DB00313	DB09074
DB00313	DB00361
DB00313	DB00570
DB00313	DB11363
DB00313	DB11581
DB00313	DB15035
DB00313	DB04845
DB00313	DB06616
DB00313	DB08877
DB00313	DB09073
DB00313	DB09143
DB00313	DB11828
DB00313	DB09570
DB00313	DB12001
DB00313	DB14568
DB00313	DB09063
DB00313	DB00188
DB00313	DB01181
DB00313	DB08881
DB00313	DB00444
DB00313	DB01128
DB00313	DB06595
DB00313	DB01229
DB00313	DB00665
DB00313	DB12500
DB00313	DB00481
DB00313	DB01167
DB00313	DB00262
DB00313	DB00851
DB00313	DB06769
DB00313	DB00515
DB00313	DB01234
DB00313	DB00635
DB00313	DB09256
DB00313	DB00544
DB00313	DB01024
DB00313	DB00398
DB00313	DB00530
DB00313	DB01026
DB00313	DB04868
DB00313	DB06589
DB00313	DB08896
DB00313	DB11963
DB00313	DB12332
DB00313	DB13874
DB00313	DB11967
DB00313	DB00451
DB00313	DB05015
DB00313	DB00022
DB00313	DB15822
DB00313	DB00531
DB00313	DB00675
DB00313	DB05109
DB00313	DB08875
DB00313	DB12147
DB00313	DB01101
DB00313	DB00290
DB00313	DB00291
DB00313	DB09036
DB00313	DB00307
DB00313	DB00755
DB00313	DB00982
DB00313	DB12015
DB00313	DB00571
DB00313	DB12978
DB00313	DB11986
DB00313	DB00351
DB00313	DB12025
DB00313	DB13044
DB00313	DB00580
DB00313	DB00605
DB00313	DB12480
DB00313	DB00016
DB00313	DB15463
DB00313	DB11672
DB00313	DB16390
DB00313	DB12597
DB00313	DB15119
DB00313	DB11697
DB00313	DB15133
DB00317	DB00361
DB00317	DB00501
DB00317	DB00091
DB00317	DB12332
DB00317	DB06603
DB00317	DB05812
DB00317	DB00242
DB00317	DB00526
DB00317	DB00544
DB00317	DB00631
DB00317	DB01097
DB00317	DB03496
DB00317	DB12141
DB00317	DB12500
DB00317	DB12887
DB00317	DB01030
DB00317	DB08916
DB00317	DB00481
DB00317	DB00970
DB00317	DB01204
DB00317	DB04690
DB00317	DB09078
DB00317	DB11760
DB00317	DB11952
DB00317	DB11978
DB00317	DB08828
DB00317	DB11689
DB00317	DB06813
DB00317	DB14840
DB00317	DB00694
DB00317	DB15822
DB00317	DB00563
DB00317	DB00762
DB00317	DB00997
DB00317	DB06589
DB00317	DB08881
DB00317	DB08912
DB00317	DB09054
DB00317	DB09073
DB00317	DB09330
DB00317	DB11581
DB00317	DB12001
DB00317	DB12267
DB00317	DB05294
DB00317	DB08896
DB00317	DB11363
DB00317	DB11757
DB00317	DB15133
DB00317	DB11800
DB00317	DB00619
DB00317	DB11703
DB00317	DB01041
DB00317	DB00499
DB00317	DB00641
DB00317	DB00741
DB00317	DB11853
DB00317	DB06176
DB00317	DB09053
DB00317	DB12130
DB00317	DB00755
DB00317	DB01259
DB00317	DB09256
DB00317	DB06287
DB00317	DB08865
DB00317	DB00531
DB00317	DB00864
DB00317	DB00877
DB00317	DB01181
DB00317	DB01229
DB00317	DB01248
DB00317	DB06626
DB00317	DB00398
DB00317	DB00444
DB00317	DB00541
DB00317	DB00773
DB00317	DB01254
DB00317	DB01268
DB00317	DB06772
DB00317	DB09074
DB00317	DB01388
DB00317	DB01590
DB00317	DB06370
DB00317	DB15119
DB00317	DB00022
DB00317	DB00914
DB00317	DB00377
DB00317	DB11718
DB00317	DB00433
DB00317	DB00188
DB00317	DB00570
DB00317	DB00203
DB00317	DB00571
DB00317	DB00904
DB00317	DB01095
DB00317	DB05109
DB00317	DB00675
DB00317	DB08901
DB00317	DB11963
DB00317	DB13874
DB00317	DB00530
DB00317	DB09036
DB00317	DB00279
DB00317	DB00451
DB00317	DB12015
DB00317	DB12941
DB00317	DB11652
DB00317	DB11791
DB00317	DB15569
DB00317	DB00196
DB00317	DB00227
DB00317	DB01026
DB00317	DB01167
DB00317	DB04868
DB00317	DB11730
DB00317	DB00016
DB00317	DB00648
DB00317	DB01234
DB00317	DB06595
DB00317	DB08899
DB00317	DB11901
DB00317	DB11672
DB00317	DB16390
DB00317	DB11697
DB00317	DB14568
DB00322	DB06643
DB00322	DB00008
DB00322	DB00011
DB00322	DB00018
DB00322	DB00022
DB00322	DB00033
DB00322	DB00034
DB00322	DB00041
DB00322	DB00056
DB00322	DB00059
DB00322	DB00068
DB00322	DB00069
DB00322	DB00073
DB00322	DB00078
DB00322	DB00087
DB00322	DB00105
DB00322	DB00188
DB00322	DB00242
DB00322	DB00262
DB00322	DB00290
DB00322	DB00291
DB00322	DB00293
DB00322	DB00305
DB00322	DB00307
DB00322	DB00352
DB00322	DB00361
DB00322	DB00398
DB00322	DB00428
DB00322	DB00432
DB00322	DB00441
DB00322	DB00444
DB00322	DB00445
DB00322	DB00480
DB00322	DB00515
DB00322	DB00526
DB00322	DB00541
DB00322	DB00544
DB00322	DB00563
DB00322	DB00570
DB00322	DB00619
DB00322	DB00631
DB00322	DB00635
DB00322	DB00642
DB00322	DB00694
DB00322	DB00755
DB00322	DB00762
DB00322	DB00773
DB00322	DB00851
DB00322	DB00853
DB00322	DB00877
DB00322	DB00928
DB00322	DB00958
DB00322	DB00959
DB00322	DB00970
DB00322	DB00987
DB00322	DB00997
DB00322	DB01005
DB00322	DB01008
DB00322	DB01024
DB00322	DB01030
DB00322	DB01033
DB00322	DB01041
DB00322	DB01042
DB00322	DB01073
DB00322	DB01168
DB00322	DB01169
DB00322	DB01181
DB00322	DB01204
DB00322	DB01206
DB00322	DB01229
DB00322	DB01234
DB00322	DB01248
DB00322	DB01254
DB00322	DB01262
DB00322	DB01268
DB00322	DB01280
DB00322	DB01590
DB00322	DB02546
DB00322	DB04572
DB00322	DB04845
DB00322	DB04868
DB00322	DB05258
DB00322	DB05472
DB00322	DB06287
DB00322	DB06589
DB00322	DB06603
DB00322	DB06616
DB00322	DB06769
DB00322	DB06772
DB00322	DB06813
DB00322	DB08871
DB00322	DB08889
DB00322	DB08901
DB00322	DB08910
DB00322	DB08935
DB00322	DB09036
DB00322	DB09052
DB00322	DB09053
DB00322	DB09054
DB00322	DB09073
DB00322	DB09074
DB00322	DB09077
DB00322	DB09122
DB00322	DB12025
DB00322	DB12814
DB00322	DB12947
DB00322	DB05015
DB00322	DB01097
DB00322	DB00072
DB00322	DB08868
DB00322	DB00864
DB00322	DB00203
DB00322	DB00580
DB00322	DB00904
DB00322	DB01095
DB00322	DB06370
DB00322	DB06803
DB00322	DB08828
DB00322	DB08899
DB00322	DB11757
DB00322	DB15233
DB00322	DB11689
DB00322	DB00313
DB00322	DB09030
DB00322	DB12768
DB00322	DB00282
DB00322	DB00605
DB00322	DB00007
DB00322	DB00014
DB00322	DB00196
DB00322	DB00331
DB00322	DB00351
DB00322	DB00377
DB00322	DB00499
DB00322	DB00571
DB00322	DB00665
DB00322	DB01261
DB00322	DB06186
DB00322	DB06809
DB00322	DB08911
DB00322	DB09256
DB00322	DB11901
DB00322	DB00501
DB00322	DB09570
DB00322	DB00982
DB00322	DB00531
DB00322	DB01101
DB00322	DB05109
DB00322	DB08877
DB00322	DB00675
DB00322	DB08875
DB00322	DB11963
DB00322	DB13874
DB00322	DB00091
DB00322	DB00451
DB00322	DB00279
DB00322	DB12147
DB00322	DB00016
DB00322	DB15119
DB00322	DB08912
DB00322	DB06650
DB00322	DB06343
DB00331	DB01168
DB00331	DB08881
DB00331	DB06370
DB00331	DB00619
DB00331	DB00914
DB00331	DB05294
DB00331	DB08865
DB00331	DB09078
DB00331	DB12147
DB00331	DB13874
DB00331	DB00501
DB00331	DB00091
DB00331	DB00282
DB00331	DB00563
DB00331	DB00580
DB00331	DB00605
DB00331	DB00958
DB00331	DB00041
DB00331	DB00262
DB00331	DB00290
DB00331	DB00322
DB00331	DB00377
DB00331	DB00398
DB00331	DB00432
DB00331	DB00441
DB00331	DB00480
DB00331	DB00499
DB00331	DB00665
DB00331	DB00851
DB00331	DB00853
DB00331	DB00928
DB00331	DB01024
DB00331	DB01101
DB00331	DB01181
DB00331	DB06186
DB00331	DB06809
DB00331	DB06813
DB00331	DB08877
DB00331	DB08899
DB00331	DB08910
DB00331	DB08911
DB00331	DB09256
DB00331	DB09570
DB00331	DB00982
DB00331	DB00642
DB00331	DB01030
DB00331	DB12001
DB00331	DB00205
DB00331	DB11978
DB00331	DB12141
DB00331	DB12267
DB00331	DB12978
DB00331	DB12500
DB00331	DB11757
DB00331	DB12887
DB00331	DB11652
DB00331	DB11791
DB00331	DB15685
DB00331	DB14840
DB00331	DB15822
DB00331	DB11901
DB00331	DB01268
DB00331	DB01700
DB00331	DB00227
DB00331	DB00641
DB00331	DB01095
DB00331	DB01388
DB00331	DB00451
DB00331	DB00631
DB00331	DB00279
DB00331	DB00007
DB00331	DB00014
DB00331	DB00104
DB00331	DB00351
DB00331	DB00635
DB00331	DB00741
DB00331	DB00864
DB00331	DB00877
DB00331	DB00959
DB00331	DB01169
DB00331	DB01234
DB00331	DB01590
DB00331	DB02546
DB00331	DB04868
DB00331	DB06287
DB00331	DB06663
DB00331	DB06719
DB00331	DB06791
DB00331	DB06825
DB00331	DB08912
DB00331	DB09063
DB00331	DB06343
DB00331	DB00196
DB00331	DB00571
DB00351	DB01041
DB00351	DB00635
DB00351	DB00741
DB00351	DB00959
DB00351	DB01234
DB00351	DB00307
DB00351	DB00755
DB00351	DB00982
DB00351	DB01024
DB00351	DB00914
DB00351	DB01700
DB00351	DB01261
DB00351	DB01268
DB00351	DB00432
DB00351	DB00560
DB00351	DB00282
DB00351	DB00580
DB00351	DB00605
DB00351	DB00958
DB00351	DB00563
DB00351	DB00864
DB00351	DB00007
DB00351	DB00014
DB00351	DB00041
DB00351	DB00262
DB00351	DB00279
DB00351	DB00290
DB00351	DB00322
DB00351	DB00377
DB00351	DB00441
DB00351	DB00499
DB00351	DB00631
DB00351	DB00665
DB00351	DB00851
DB00351	DB00928
DB00351	DB01101
DB00351	DB06186
DB00351	DB06809
DB00351	DB06813
DB00351	DB08877
DB00351	DB09256
DB00351	DB09570
DB00351	DB00853
DB00351	DB00398
DB00351	DB00480
DB00351	DB00501
DB00351	DB00571
DB00351	DB01169
DB00351	DB08910
DB00351	DB01030
DB00351	DB08911
DB00351	DB00515
DB00351	DB00642
DB00351	DB06370
DB00351	DB00531
DB00351	DB01181
DB00351	DB13874
DB00351	DB00570
DB00351	DB00675
DB00351	DB01229
DB00351	DB08881
DB00351	DB14568
DB00351	DB15822
DB00351	DB08912
DB00351	DB09036
DB00351	DB12015
DB00351	DB00331
DB00351	DB00196
DB00351	DB00313
DB00351	DB11652
DB00351	DB00104
DB00351	DB09030
DB00351	DB00091
DB00351	DB15569
DB00351	DB00227
DB00351	DB08865
DB00351	DB11581
DB00351	DB06595
DB00351	DB01026
DB00351	DB01167
DB00351	DB04868
DB00351	DB11730
DB00351	DB00016
DB00351	DB08899
DB00351	DB11901
DB00351	DB00648
DB00351	DB15463
DB00351	DB12130
DB00351	DB11672
DB00351	DB16390
DB00352	DB06643
DB00352	DB00008
DB00352	DB00011
DB00352	DB00018
DB00352	DB00022
DB00352	DB00033
DB00352	DB00034
DB00352	DB00041
DB00352	DB00056
DB00352	DB00059
DB00352	DB00068
DB00352	DB00069
DB00352	DB00073
DB00352	DB00078
DB00352	DB00087
DB00352	DB00105
DB00352	DB00188
DB00352	DB00242
DB00352	DB00262
DB00352	DB00290
DB00352	DB00291
DB00352	DB00293
DB00352	DB00305
DB00352	DB00307
DB00352	DB00322
DB00352	DB00361
DB00352	DB00398
DB00352	DB00428
DB00352	DB00432
DB00352	DB00441
DB00352	DB00444
DB00352	DB00445
DB00352	DB00480
DB00352	DB00515
DB00352	DB00526
DB00352	DB00531
DB00352	DB00541
DB00352	DB00544
DB00352	DB00563
DB00352	DB00570
DB00352	DB00619
DB00352	DB00631
DB00352	DB00635
DB00352	DB00642
DB00352	DB00694
DB00352	DB00755
DB00352	DB00762
DB00352	DB00773
DB00352	DB00851
DB00352	DB00853
DB00352	DB00877
DB00352	DB00928
DB00352	DB00958
DB00352	DB00959
DB00352	DB00970
DB00352	DB00987
DB00352	DB00997
DB00352	DB01005
DB00352	DB01008
DB00352	DB01024
DB00352	DB01030
DB00352	DB01033
DB00352	DB01041
DB00352	DB01042
DB00352	DB01073
DB00352	DB01101
DB00352	DB01168
DB00352	DB01169
DB00352	DB01181
DB00352	DB01204
DB00352	DB01206
DB00352	DB01229
DB00352	DB01234
DB00352	DB01248
DB00352	DB01254
DB00352	DB01262
DB00352	DB01268
DB00352	DB01280
DB00352	DB01590
DB00352	DB02546
DB00352	DB04572
DB00352	DB04845
DB00352	DB04868
DB00352	DB05015
DB00352	DB05109
DB00352	DB05258
DB00352	DB05472
DB00352	DB06287
DB00352	DB06589
DB00352	DB06603
DB00352	DB06616
DB00352	DB06769
DB00352	DB06772
DB00352	DB06813
DB00352	DB08871
DB00352	DB08877
DB00352	DB08889
DB00352	DB08901
DB00352	DB08910
DB00352	DB08935
DB00352	DB09036
DB00352	DB09052
DB00352	DB09053
DB00352	DB09054
DB00352	DB09073
DB00352	DB09074
DB00352	DB09077
DB00352	DB09122
DB00352	DB12025
DB00352	DB12814
DB00352	DB12947
DB00352	DB01097
DB00352	DB00072
DB00352	DB08868
DB00352	DB00864
DB00352	DB09030
DB00352	DB12768
DB00352	DB00091
DB00352	DB00016
DB00352	DB15119
DB00352	DB06650
DB00352	DB06343
DB00361	DB06643
DB00361	DB00008
DB00361	DB00011
DB00361	DB00018
DB00361	DB00022
DB00361	DB00033
DB00361	DB00034
DB00361	DB00056
DB00361	DB00059
DB00361	DB00068
DB00361	DB00069
DB00361	DB00073
DB00361	DB00078
DB00361	DB00087
DB00361	DB00105
DB00361	DB00188
DB00361	DB00242
DB00361	DB00262
DB00361	DB00290
DB00361	DB00291
DB00361	DB00293
DB00361	DB00322
DB00361	DB00352
DB00361	DB00428
DB00361	DB00432
DB00361	DB00441
DB00361	DB00445
DB00361	DB00480
DB00361	DB00526
DB00361	DB00541
DB00361	DB00544
DB00361	DB00563
DB00361	DB00631
DB00361	DB00635
DB00361	DB00642
DB00361	DB00755
DB00361	DB00762
DB00361	DB00851
DB00361	DB00853
DB00361	DB00928
DB00361	DB00958
DB00361	DB00970
DB00361	DB00987
DB00361	DB01005
DB00361	DB01024
DB00361	DB01033
DB00361	DB01041
DB00361	DB01042
DB00361	DB01073
DB00361	DB01101
DB00361	DB01168
DB00361	DB01169
DB00361	DB01206
DB00361	DB01262
DB00361	DB01280
DB00361	DB02546
DB00361	DB04572
DB00361	DB05015
DB00361	DB05258
DB00361	DB05472
DB00361	DB06603
DB00361	DB06769
DB00361	DB06772
DB00361	DB06813
DB00361	DB08871
DB00361	DB08877
DB00361	DB08889
DB00361	DB08910
DB00361	DB08935
DB00361	DB09052
DB00361	DB09077
DB00361	DB09122
DB00361	DB12025
DB00361	DB12814
DB00361	DB12947
DB00361	DB00877
DB00361	DB01590
DB00361	DB06287
DB00361	DB01008
DB00361	DB09053
DB00361	DB09054
DB00361	DB04845
DB00361	DB01030
DB00361	DB00398
DB00361	DB01204
DB00361	DB01268
DB00361	DB00773
DB00361	DB00317
DB00361	DB00515
DB00361	DB08865
DB00361	DB01097
DB00361	DB00072
DB00361	DB08868
DB00361	DB00864
DB00361	DB00305
DB00361	DB01229
DB00361	DB01092
DB00361	DB01217
DB00361	DB06366
DB00361	DB00112
DB00361	DB12768
DB00361	DB00307
DB00361	DB12015
DB00361	DB00531
DB00361	DB00570
DB00361	DB00959
DB00361	DB01181
DB00361	DB00675
DB00361	DB13874
DB00361	DB00741
DB00361	DB08881
DB00361	DB14568
DB00361	DB15822
DB00361	DB08912
DB00361	DB00196
DB00361	DB00227
