source	dst
DB01254	DB06370
DB01254	DB06469
DB01254	DB11752
DB01254	DB11805
DB01254	DB00444
DB01254	DB00530
DB01254	DB00619
DB01254	DB00694
DB01254	DB01248
DB01254	DB01388
DB01254	DB05482
DB01254	DB00313
DB01254	DB00997
DB01254	DB06616
DB01254	DB09079
DB01254	DB11952
DB01254	DB12141
DB01254	DB12887
DB01254	DB11886
DB01254	DB12130
DB01254	DB00762
DB01254	DB06176
DB01254	DB06772
DB01254	DB09256
DB01254	DB00499
DB01254	DB00755
DB01254	DB00904
DB01254	DB00571
DB01254	DB11689
DB01254	DB11853
DB01254	DB01095
DB01254	DB00317
DB01254	DB11967
DB01254	DB11919
DB01254	DB00831
DB01254	DB00060
DB01254	DB05396
DB01254	DB06803
DB01254	DB15119
DB01254	DB15131
DB01254	DB09036
DB01254	DB05889
DB01254	DB01261
DB01254	DB14723
DB01254	DB00091
DB01254	DB00279
DB01254	DB00451
DB01254	DB12147
DB01254	DB12015
DB01254	DB11986
DB01254	DB12941
DB01254	DB11652
DB01254	DB11791
DB01254	DB00104
DB01254	DB15133
DB01254	DB15569
DB01254	DB01026
DB01254	DB01167
DB01254	DB04868
DB01254	DB06595
DB01254	DB11730
DB01254	DB00016
DB01254	DB00648
DB01254	DB01234
DB01254	DB08899
DB01254	DB15463
DB01254	DB11672
DB01254	DB16390
DB01254	DB12597
DB01254	DB11697
DB01254	DB06650
DB01254	DB06343
DB01259	DB08916
DB01259	DB06616
DB01259	DB06589
DB01259	DB01030
DB01259	DB08912
DB01259	DB09053
DB01259	DB01590
DB01259	DB00227
DB01259	DB00864
DB01259	DB00541
DB01259	DB00997
DB01259	DB00007
DB01259	DB00014
DB01259	DB00433
DB01259	DB00526
DB01259	DB11841
DB01259	DB12174
DB01259	DB12376
DB01259	DB00904
DB01259	DB11718
DB01259	DB00313
DB01259	DB00539
DB01259	DB01169
DB01259	DB11978
DB01259	DB00307
DB01259	DB01095
DB01259	DB05812
DB01259	DB08911
DB01259	DB08881
DB01259	DB01261
DB01259	DB09079
DB01259	DB11952
DB01259	DB12141
DB01259	DB12332
DB01259	DB14723
DB01259	DB12500
DB01259	DB12941
DB01259	DB12887
DB01259	DB00203
DB01259	DB11689
DB01259	DB14840
DB01259	DB05015
DB01259	DB09078
DB01259	DB11800
DB01259	DB02546
DB01259	DB05465
DB01259	DB06663
DB01259	DB06699
DB01259	DB06719
DB01259	DB06825
DB01259	DB08871
DB01259	DB00104
DB01259	DB06176
DB01259	DB00091
DB01259	DB00877
DB01259	DB06287
DB01259	DB00773
DB01259	DB00970
DB01259	DB05239
DB01259	DB05889
DB01259	DB06772
DB01259	DB08865
DB01259	DB08910
DB01259	DB09063
DB01259	DB09330
DB01259	DB11760
DB01259	DB11963
DB01259	DB08896
DB01259	DB06769
DB01259	DB08889
DB01259	DB11967
DB01259	DB00441
DB01259	DB09030
DB01259	DB11886
DB01259	DB05294
DB01259	DB11703
DB01259	DB00188
DB01259	DB01128
DB01259	DB00570
DB01259	DB06603
DB01259	DB08901
DB01259	DB11581
DB01259	DB14568
DB01259	DB00398
DB01259	DB00530
DB01259	DB00531
DB01259	DB01181
DB01259	DB12267
DB01259	DB13874
DB01259	DB01254
DB01259	DB01008
DB01259	DB12015
DB01259	DB01229
DB01259	DB00675
DB01259	DB00444
DB01259	DB00762
DB01259	DB01248
DB01259	DB01268
DB01259	DB06626
DB01259	DB09074
DB01259	DB00563
DB01259	DB00361
DB01259	DB04572
DB01259	DB05109
DB01259	DB11363
DB01259	DB15035
DB01259	DB09054
DB01259	DB04845
DB01259	DB08877
DB01259	DB09073
DB01259	DB09143
DB01259	DB11828
DB01259	DB12147
DB01259	DB09570
DB01259	DB12001
DB01259	DB00501
DB01259	DB01388
DB01259	DB00619
DB01259	DB01041
DB01259	DB00694
DB01259	DB00499
DB01259	DB12130
DB01259	DB00317
DB01259	DB00205
DB01259	DB08875
DB01259	DB00665
DB01259	DB00641
DB01259	DB00481
DB01259	DB00741
DB01259	DB00196
DB01259	DB01006
DB01259	DB00571
DB01259	DB00755
DB01259	DB01217
DB01259	DB11757
DB01259	DB09256
DB01259	DB00544
DB01259	DB09036
DB01259	DB00279
DB01259	DB00451
DB01259	DB12978
DB01259	DB11986
DB01259	DB11652
DB01259	DB15685
DB01259	DB15822
DB01259	DB11853
DB01259	DB15133
DB01259	DB15569
DB01259	DB01026
DB01259	DB01167
DB01259	DB06595
DB01259	DB04868
DB01259	DB11730
DB01259	DB00016
DB01259	DB00648
DB01259	DB01234
DB01259	DB08899
DB01259	DB11901
DB01259	DB15463
DB01259	DB11672
DB01259	DB16390
DB01259	DB12597
DB01259	DB11697
DB01261	DB00650
DB01261	DB01033
DB01261	DB01092
DB01261	DB00563
DB01261	DB00501
DB01261	DB00313
DB01261	DB00166
DB01261	DB00007
DB01261	DB00014
DB01261	DB01169
DB01261	DB02546
DB01261	DB06663
DB01261	DB06719
DB01261	DB06791
DB01261	DB06825
DB01261	DB09063
DB01261	DB06343
DB01261	DB00351
DB01261	DB01268
DB01261	DB01168
DB01261	DB00307
DB01261	DB01095
DB01261	DB05812
DB01261	DB00227
DB01261	DB08911
DB01261	DB08881
DB01261	DB11901
DB01261	DB00539
DB01261	DB00675
DB01261	DB01259
DB01261	DB01388
DB01261	DB05294
DB01261	DB07348
DB01261	DB08865
DB01261	DB08896
DB01261	DB08916
DB01261	DB09030
DB01261	DB09073
DB01261	DB11581
DB01261	DB11828
DB01261	DB11963
DB01261	DB11978
DB01261	DB14568
DB01261	DB11986
DB01261	DB12500
DB01261	DB00864
DB01261	DB08889
DB01261	DB14840
DB01261	DB15822
DB01261	DB04845
DB01261	DB11791
DB01261	DB00282
DB01261	DB00580
DB01261	DB00605
DB01261	DB00958
DB01261	DB00041
DB01261	DB00262
DB01261	DB00290
DB01261	DB00322
DB01261	DB00377
DB01261	DB00432
DB01261	DB00499
DB01261	DB00631
DB01261	DB00851
DB01261	DB00853
DB01261	DB00928
DB01261	DB01024
DB01261	DB01101
DB01261	DB06186
DB01261	DB06809
DB01261	DB06813
DB01261	DB08877
DB01261	DB00480
DB01261	DB09570
DB01261	DB00982
DB01261	DB00515
DB01261	DB00642
DB01261	DB06370
DB01261	DB00205
DB01261	DB08875
DB01261	DB00481
DB01261	DB00665
DB01261	DB06616
DB01261	DB12015
DB01261	DB01181
DB01261	DB00531
DB01261	DB00755
DB01261	DB11757
DB01261	DB01217
DB01261	DB00619
DB01261	DB11689
DB01261	DB08901
DB01261	DB13874
DB01261	DB00398
DB01261	DB00530
DB01261	DB08912
DB01261	DB00544
DB01261	DB06589
DB01261	DB09256
DB01261	DB12267
DB01261	DB01229
DB01261	DB06772
DB01261	DB00914
DB01261	DB01700
DB01261	DB09036
DB01261	DB00441
DB01261	DB00541
DB01261	DB01030
DB01261	DB06769
DB01261	DB11967
DB01261	DB00188
DB01261	DB06626
DB01261	DB12001
DB01261	DB05015
DB01261	DB05239
DB01261	DB05889
DB01261	DB06176
DB01261	DB06603
DB01261	DB08910
DB01261	DB09079
DB01261	DB09330
DB01261	DB11760
DB01261	DB11952
DB01261	DB12141
DB01261	DB14723
DB01261	DB00091
DB01261	DB00203
DB01261	DB00877
DB01261	DB01254
DB01261	DB06287
DB01261	DB12941
DB01261	DB12887
DB01261	DB00570
DB01261	DB00773
DB01261	DB00970
DB01261	DB09054
DB01261	DB01590
DB01261	DB11853
DB01261	DB09078
DB01261	DB11800
DB01261	DB00279
DB01261	DB12147
DB01261	DB00196
DB01261	DB00571
DB01261	DB00741
DB01261	DB00959
DB01261	DB00635
DB01261	DB01234
DB01261	DB00451
DB01261	DB11652
DB01261	DB15685
DB01261	DB00104
DB01261	DB15133
DB01261	DB15569
DB01261	DB01026
DB01261	DB01167
DB01261	DB04868
DB01261	DB06595
DB01261	DB11730
DB01261	DB08899
DB01261	DB00648
DB01261	DB11672
DB01261	DB12597
DB01261	DB11697
DB01262	DB06643
DB01262	DB00008
DB01262	DB00011
DB01262	DB00018
DB01262	DB00022
DB01262	DB00033
DB01262	DB00034
DB01262	DB00041
DB01262	DB00056
DB01262	DB00059
DB01262	DB00068
DB01262	DB00069
DB01262	DB00073
DB01262	DB00078
DB01262	DB00087
DB01262	DB00105
DB01262	DB00188
DB01262	DB00242
DB01262	DB00262
DB01262	DB00290
DB01262	DB00291
DB01262	DB00293
DB01262	DB00305
DB01262	DB00307
DB01262	DB00322
DB01262	DB00352
DB01262	DB00361
DB01262	DB00398
DB01262	DB00428
DB01262	DB00432
DB01262	DB00441
DB01262	DB00444
DB01262	DB00445
DB01262	DB00480
DB01262	DB00515
DB01262	DB00526
DB01262	DB00531
DB01262	DB00541
DB01262	DB00544
DB01262	DB00563
DB01262	DB00570
DB01262	DB00619
DB01262	DB00631
DB01262	DB00635
DB01262	DB00642
DB01262	DB00694
DB01262	DB00755
DB01262	DB00762
DB01262	DB00773
DB01262	DB00851
DB01262	DB00853
DB01262	DB00877
DB01262	DB00928
DB01262	DB00958
DB01262	DB00959
DB01262	DB00970
DB01262	DB00987
DB01262	DB00997
DB01262	DB01005
DB01262	DB01008
DB01262	DB01024
DB01262	DB01030
DB01262	DB01033
DB01262	DB01041
DB01262	DB01042
DB01262	DB01073
DB01262	DB01101
DB01262	DB01168
DB01262	DB01169
DB01262	DB01181
DB01262	DB01204
DB01262	DB01206
DB01262	DB01229
DB01262	DB01234
DB01262	DB01248
DB01262	DB01254
DB01262	DB01268
DB01262	DB01280
DB01262	DB01590
DB01262	DB02546
DB01262	DB04572
DB01262	DB04845
DB01262	DB04868
DB01262	DB05015
DB01262	DB05109
DB01262	DB05258
DB01262	DB05472
DB01262	DB06287
DB01262	DB06589
DB01262	DB06603
DB01262	DB06616
DB01262	DB06769
DB01262	DB06772
DB01262	DB06813
DB01262	DB08871
DB01262	DB08877
DB01262	DB08889
DB01262	DB08901
DB01262	DB08910
DB01262	DB08935
DB01262	DB09036
DB01262	DB09052
DB01262	DB09053
DB01262	DB09054
DB01262	DB09073
DB01262	DB09074
DB01262	DB09077
DB01262	DB09122
DB01262	DB12025
DB01262	DB12814
DB01262	DB12947
DB01262	DB01097
DB01262	DB00072
DB01262	DB08868
DB01262	DB00864
DB01262	DB09030
DB01262	DB12768
DB01262	DB00091
DB01262	DB00016
DB01262	DB15119
DB01262	DB06650
DB01262	DB06343
DB01268	DB06643
DB01268	DB00008
DB01268	DB00011
DB01268	DB00018
DB01268	DB00022
DB01268	DB00033
DB01268	DB00034
DB01268	DB00056
DB01268	DB00059
DB01268	DB00068
DB01268	DB00069
DB01268	DB00073
DB01268	DB00078
DB01268	DB00087
DB01268	DB00105
DB01268	DB00242
DB01268	DB00262
DB01268	DB00290
DB01268	DB00291
DB01268	DB00293
DB01268	DB00305
DB01268	DB00322
DB01268	DB00352
DB01268	DB00428
DB01268	DB00432
DB01268	DB00441
DB01268	DB00480
DB01268	DB00515
DB01268	DB00526
DB01268	DB00631
DB01268	DB00642
DB01268	DB00851
DB01268	DB00853
DB01268	DB00928
DB01268	DB00958
DB01268	DB00970
DB01268	DB01005
DB01268	DB01024
DB01268	DB01033
DB01268	DB01041
DB01268	DB01042
DB01268	DB01073
DB01268	DB01168
DB01268	DB01169
DB01268	DB01206
DB01268	DB01262
DB01268	DB01280
DB01268	DB02546
DB01268	DB05258
DB01268	DB05472
DB01268	DB06769
DB01268	DB06813
DB01268	DB08871
DB01268	DB08889
DB01268	DB08935
DB01268	DB09052
DB01268	DB09077
DB01268	DB09122
DB01268	DB12025
DB01268	DB12814
DB01268	DB00445
DB01268	DB00987
DB01268	DB05015
DB01268	DB01030
DB01268	DB00563
DB01268	DB01204
DB01268	DB09054
DB01268	DB00188
DB01268	DB00361
DB01268	DB01008
DB01268	DB01590
DB01268	DB04572
DB01268	DB04845
DB01268	DB05109
DB01268	DB06603
DB01268	DB08877
DB01268	DB08910
DB01268	DB00112
DB01268	DB09053
DB01268	DB00227
DB01268	DB00864
DB01268	DB08865
DB01268	DB00166
DB01268	DB01097
DB01268	DB00072
DB01268	DB08868
DB01268	DB00282
DB01268	DB00399
DB01268	DB06719
DB01268	DB06825
DB01268	DB06343
DB01268	DB00351
DB01268	DB01261
DB01268	DB00007
DB01268	DB00014
DB01268	DB11841
DB01268	DB12174
DB01268	DB12376
DB01268	DB11718
DB01268	DB00433
DB01268	DB00539
DB01268	DB11978
DB01268	DB05294
DB01268	DB08881
DB01268	DB12768
DB01268	DB03496
DB01268	DB12941
DB01268	DB08916
DB01268	DB04690
DB01268	DB11760
DB01268	DB14840
DB01268	DB09078
DB01268	DB12001
DB01268	DB12267
DB01268	DB05465
DB01268	DB06699
DB01268	DB00307
DB01268	DB00531
DB01268	DB01181
DB01268	DB00675
DB01268	DB14568
DB01268	DB15822
DB01268	DB01229
DB01268	DB08912
DB01268	DB11581
DB01268	DB09073
DB01268	DB09074
DB01268	DB06663
DB01268	DB06791
DB01268	DB09063
DB01268	DB06589
DB01268	DB12332
DB01268	DB00501
DB01268	DB01259
DB01268	DB01128
DB01268	DB01254
DB01268	DB11703
DB01268	DB00041
DB01268	DB00444
DB01268	DB00570
DB01268	DB00619
DB01268	DB00694
DB01268	DB01248
DB01268	DB00313
DB01268	DB00530
DB01268	DB01388
DB01268	DB00997
DB01268	DB00481
DB01268	DB13874
DB01268	DB06616
DB01268	DB03010
DB01268	DB05482
DB01268	DB06233
DB01268	DB06370
DB01268	DB06469
DB01268	DB07348
DB01268	DB11752
DB01268	DB11805
DB01268	DB12887
DB01268	DB09030
DB01268	DB09079
DB01268	DB12141
DB01268	DB11952
DB01268	DB05239
DB01268	DB09330
DB01268	DB11963
DB01268	DB11886
DB01268	DB06287
DB01268	DB00755
DB01268	DB00762
DB01268	DB06772
DB01268	DB06176
DB01268	DB12130
DB01268	DB00499
DB01268	DB00203
DB01268	DB00641
DB01268	DB11757
DB01268	DB11689
DB01268	DB11853
DB01268	DB00398
DB01268	DB00541
DB01268	DB08901
DB01268	DB00877
DB01268	DB01095
DB01268	DB06626
DB01268	DB00317
DB01268	DB00773
DB01268	DB00377
DB01268	DB00904
DB01268	DB00544
DB01268	DB01101
DB01268	DB09256
DB01268	DB12947
DB01268	DB00331
DB01268	DB00914
DB01268	DB01700
DB01268	DB09036
DB01268	DB00091
DB01268	DB00279
DB01268	DB00196
DB01268	DB12015
DB01268	DB12978
DB01268	DB00571
DB01268	DB11986
DB01268	DB00635
DB01268	DB00959
DB01268	DB01234
DB01268	DB00741
DB01268	DB00451
DB01268	DB11652
DB01268	DB00104
DB01268	DB15569
DB01268	DB04868
DB01268	DB11730
DB01268	DB01026
DB01268	DB01167
DB01268	DB06595
DB01268	DB00016
DB01268	DB08899
DB01268	DB00648
DB01268	DB11901
DB01268	DB15463
DB01268	DB11672
DB01268	DB16390
DB01268	DB12597
DB01268	DB15119
DB01268	DB11697
DB01268	DB06650
DB01269	DB00002
DB01269	DB00056
DB01269	DB00072
DB01269	DB00073
DB01269	DB00078
DB01269	DB00087
DB01269	DB00112
DB01269	DB05889
DB01269	DB06186
DB01269	DB06317
DB01269	DB06366
DB01269	DB06643
DB01269	DB06650
DB01269	DB08935
DB01269	DB09035
DB01269	DB09036
DB01269	DB09037
DB01269	DB09052
DB01269	DB09077
DB01269	DB09559
DB01269	DB11945
DB01269	DB00016
DB01280	DB06643
DB01280	DB00008
DB01280	DB00011
DB01280	DB00018
DB01280	DB00022
DB01280	DB00033
DB01280	DB00034
DB01280	DB00041
DB01280	DB00056
DB01280	DB00059
DB01280	DB00068
DB01280	DB00069
DB01280	DB00073
DB01280	DB00078
DB01280	DB00087
DB01280	DB00105
DB01280	DB00188
DB01280	DB00242
DB01280	DB00262
DB01280	DB00290
DB01280	DB00291
DB01280	DB00293
DB01280	DB00305
DB01280	DB00307
DB01280	DB00322
DB01280	DB00352
DB01280	DB00361
DB01280	DB00398
DB01280	DB00428
DB01280	DB00432
DB01280	DB00441
DB01280	DB00444
DB01280	DB00445
DB01280	DB00480
DB01280	DB00515
DB01280	DB00526
DB01280	DB00531
DB01280	DB00541
DB01280	DB00544
DB01280	DB00563
DB01280	DB00570
DB01280	DB00619
DB01280	DB00631
DB01280	DB00635
DB01280	DB00642
DB01280	DB00694
DB01280	DB00755
DB01280	DB00762
DB01280	DB00773
DB01280	DB00851
DB01280	DB00853
DB01280	DB00877
DB01280	DB00928
DB01280	DB00958
DB01280	DB00959
DB01280	DB00970
DB01280	DB00987
DB01280	DB00997
DB01280	DB01005
DB01280	DB01008
DB01280	DB01024
DB01280	DB01030
DB01280	DB01033
DB01280	DB01041
DB01280	DB01042
DB01280	DB01073
DB01280	DB01101
DB01280	DB01168
DB01280	DB01169
DB01280	DB01181
DB01280	DB01204
DB01280	DB01206
DB01280	DB01229
DB01280	DB01234
DB01280	DB01248
DB01280	DB01254
DB01280	DB01262
DB01280	DB01268
DB01280	DB01590
DB01280	DB02546
DB01280	DB04572
DB01280	DB04845
DB01280	DB04868
DB01280	DB05015
DB01280	DB05109
DB01280	DB05258
DB01280	DB05472
DB01280	DB06287
DB01280	DB06589
DB01280	DB06603
DB01280	DB06616
DB01280	DB06769
DB01280	DB06772
DB01280	DB06813
DB01280	DB08871
DB01280	DB08877
DB01280	DB08889
DB01280	DB08901
DB01280	DB08910
DB01280	DB08935
DB01280	DB09036
DB01280	DB09052
DB01280	DB09053
DB01280	DB09054
DB01280	DB09073
DB01280	DB09074
DB01280	DB09077
DB01280	DB09122
DB01280	DB12025
DB01280	DB12814
DB01280	DB12947
DB01280	DB01097
DB01280	DB00072
DB01280	DB08868
DB01280	DB00864
DB01280	DB09030
DB01280	DB12768
DB01280	DB00091
DB01280	DB00016
DB01280	DB15119
DB01280	DB06650
DB01280	DB06343
DB01388	DB08916
DB01388	DB06616
DB01388	DB06589
DB01388	DB01030
DB01388	DB09063
DB01388	DB08877
DB01388	DB08935
DB01388	DB00073
DB01388	DB15685
DB01388	DB09053
DB01388	DB01590
DB01388	DB00227
DB01388	DB00501
DB01388	DB00864
DB01388	DB00541
DB01388	DB00997
DB01388	DB00571
DB01388	DB01092
DB01388	DB01168
DB01388	DB00313
DB01388	DB00539
DB01388	DB01169
DB01388	DB11978
DB01388	DB00619
DB01388	DB00014
DB01388	DB00526
DB01388	DB11841
DB01388	DB12174
DB01388	DB12376
DB01388	DB00007
DB01388	DB00196
DB01388	DB02546
DB01388	DB05465
DB01388	DB06663
DB01388	DB06699
DB01388	DB06719
DB01388	DB06825
DB01388	DB08871
DB01388	DB06791
DB01388	DB08868
DB01388	DB08881
DB01388	DB00605
DB01388	DB00580
DB01388	DB11901
DB01388	DB01261
DB01388	DB09078
DB01388	DB09079
DB01388	DB11952
DB01388	DB12141
DB01388	DB14723
DB01388	DB12500
DB01388	DB12941
DB01388	DB12887
DB01388	DB07348
DB01388	DB11689
DB01388	DB14840
DB01388	DB05015
DB01388	DB11800
DB01388	DB11791
DB01388	DB06176
DB01388	DB00091
DB01388	DB06287
DB01388	DB00773
DB01388	DB00970
DB01388	DB05239
DB01388	DB05889
DB01388	DB06772
DB01388	DB08865
DB01388	DB08889
DB01388	DB08896
DB01388	DB08910
DB01388	DB08912
DB01388	DB09330
DB01388	DB11760
DB01388	DB11963
DB01388	DB06769
DB01388	DB11967
DB01388	DB00441
DB01388	DB09030
DB01388	DB11886
DB01388	DB05294
DB01388	DB00398
DB01388	DB00675
DB01388	DB00762
DB01388	DB01248
DB01388	DB01268
DB01388	DB00570
DB01388	DB06603
DB01388	DB09073
DB01388	DB11581
DB01388	DB14568
DB01388	DB08901
DB01388	DB01008
DB01388	DB01254
DB01388	DB00188
DB01388	DB00530
DB01388	DB13874
DB01388	DB09054
DB01388	DB00531
DB01388	DB01181
DB01388	DB05109
DB01388	DB11828
DB01388	DB12015
DB01388	DB01229
DB01388	DB06626
DB01388	DB00444
DB01388	DB09074
DB01388	DB00361
DB01388	DB04572
DB01388	DB11363
DB01388	DB11703
DB01388	DB15035
DB01388	DB04845
DB01388	DB09143
DB01388	DB12267
DB01388	DB12978
DB01388	DB09570
DB01388	DB12001
DB01388	DB01128
DB01388	DB12130
DB01388	DB11757
DB01388	DB01095
DB01388	DB01259
DB01388	DB00203
DB01388	DB00641
DB01388	DB09256
DB01388	DB00741
DB01388	DB00755
DB01388	DB00904
DB01388	DB00317
DB01388	DB00914
DB01388	DB00377
DB01388	DB11718
DB01388	DB00433
DB01388	DB00262
DB01388	DB00499
DB01388	DB00642
DB01388	DB01097
DB01388	DB11919
DB01388	DB12332
DB01388	DB00831
DB01388	DB00544
DB01388	DB00851
DB01388	DB00331
DB01388	DB01700
DB01388	DB00563
DB01388	DB00631
DB01388	DB01041
DB01388	DB09077
DB01388	DB00041
DB01388	DB12147
DB01388	DB11986
DB01388	DB00877
DB01388	DB11652
DB01388	DB00104
DB01388	DB15822
DB01388	DB11853
DB01388	DB15133
DB01388	DB15569
DB01388	DB01026
DB01388	DB01167
DB01388	DB04868
DB01388	DB11730
DB01388	DB06595
DB01388	DB08899
DB01388	DB01234
DB01388	DB00648
DB01388	DB11672
DB01388	DB16390
DB01388	DB12597
DB01388	DB11697
DB01590	DB06643
DB01590	DB00008
DB01590	DB00011
DB01590	DB00018
DB01590	DB00022
DB01590	DB00033
DB01590	DB00034
DB01590	DB00056
DB01590	DB00059
DB01590	DB00068
DB01590	DB00069
DB01590	DB00073
DB01590	DB00078
DB01590	DB00087
DB01590	DB00105
DB01590	DB00242
DB01590	DB00262
DB01590	DB00290
DB01590	DB00291
DB01590	DB00293
DB01590	DB00305
DB01590	DB00322
DB01590	DB00352
DB01590	DB00428
DB01590	DB00432
DB01590	DB00445
DB01590	DB00480
DB01590	DB00515
DB01590	DB00526
DB01590	DB00544
DB01590	DB00631
DB01590	DB00642
DB01590	DB00851
DB01590	DB00928
DB01590	DB00958
DB01590	DB01005
DB01590	DB01024
DB01590	DB01033
DB01590	DB01041
DB01590	DB01042
DB01590	DB01073
DB01590	DB01101
DB01590	DB01168
DB01590	DB01262
DB01590	DB01280
DB01590	DB02546
DB01590	DB05015
DB01590	DB05258
DB01590	DB05472
DB01590	DB06813
DB01590	DB08871
DB01590	DB08935
DB01590	DB09052
DB01590	DB09077
DB01590	DB09122
DB01590	DB12025
DB01590	DB12814
DB01590	DB12947
DB01590	DB01206
DB01590	DB00361
DB01590	DB00563
DB01590	DB00762
DB01590	DB00987
DB01590	DB00853
DB01590	DB00755
DB01590	DB01008
DB01590	DB04572
DB01590	DB08877
DB01590	DB09054
DB01590	DB01204
DB01590	DB01268
DB01590	DB06616
DB01590	DB00091
DB01590	DB06589
DB01590	DB01030
DB01590	DB00196
DB01590	DB00227
DB01590	DB08865
DB01590	DB11581
DB01590	DB09053
DB01590	DB08889
DB01590	DB00203
DB01590	DB00398
DB01590	DB00539
DB01590	DB00641
DB01590	DB00675
DB01590	DB01026
DB01590	DB01167
DB01590	DB01259
DB01590	DB01388
DB01590	DB04868
DB01590	DB05294
DB01590	DB07348
DB01590	DB08896
DB01590	DB08901
DB01590	DB09030
DB01590	DB09073
DB01590	DB11828
DB01590	DB11963
DB01590	DB11978
DB01590	DB12332
DB01590	DB13874
DB01590	DB14568
DB01590	DB06287
DB01590	DB01169
DB01590	DB11986
DB01590	DB12500
DB01590	DB11757
DB01590	DB08916
DB01590	DB04845
DB01590	DB14840
DB01590	DB00877
DB01590	DB01097
DB01590	DB00072
DB01590	DB08868
DB01590	DB00864
DB01590	DB00541
DB01590	DB01092
DB01590	DB00997
DB01590	DB00914
DB01590	DB01700
DB01590	DB11919
DB01590	DB12768
DB01590	DB08881
DB01590	DB09078
DB01590	DB11800
DB01590	DB00279
DB01590	DB00451
DB01590	DB00441
DB01590	DB06769
DB01590	DB05239
DB01590	DB06603
DB01590	DB08910
DB01590	DB00188
DB01590	DB06626
DB01590	DB06176
DB01590	DB00970
DB01590	DB05889
DB01590	DB06772
DB01590	DB11760
DB01590	DB11967
DB01590	DB12001
DB01590	DB09330
DB01590	DB00773
DB01590	DB08912
DB01590	DB00307
DB01590	DB12015
DB01590	DB00531
DB01590	DB01181
DB01590	DB00570
DB01590	DB01229
DB01590	DB00501
DB01590	DB06663
DB01590	DB06791
DB01590	DB11703
DB01590	DB09063
DB01590	DB09074
DB01590	DB01254
DB01590	DB01128
DB01590	DB00481
DB01590	DB00041
DB01590	DB00313
DB01590	DB03010
DB01590	DB06233
DB01590	DB06370
DB01590	DB06469
DB01590	DB11752
DB01590	DB11805
DB01590	DB00444
DB01590	DB01248
DB01590	DB05482
DB01590	DB00619
DB01590	DB00694
DB01590	DB00530
DB01590	DB09079
DB01590	DB11952
DB01590	DB12141
DB01590	DB12887
DB01590	DB11886
DB01590	DB00904
DB01590	DB00377
DB01590	DB00571
DB01590	DB11718
DB01590	DB00433
DB01590	DB01095
DB01590	DB00317
DB01590	DB05109
DB01590	DB09036
DB01590	DB01261
DB01590	DB12941
DB01590	DB14723
DB01590	DB11689
DB01590	DB00331
DB01590	DB12147
DB01590	DB00741
DB01590	DB00959
DB01590	DB00635
DB01590	DB11652
DB01590	DB11791
DB01590	DB00104
DB01590	DB15822
DB01590	DB11853
DB01590	DB15133
DB01590	DB15569
DB01590	DB11730
DB01590	DB00016
DB01590	DB00648
DB01590	DB01234
DB01590	DB06595
DB01590	DB08899
DB01590	DB11901
DB01590	DB12130
DB01590	DB15463
DB01590	DB11672
DB01590	DB16390
DB01590	DB12597
DB01590	DB15119
DB01590	DB11697
DB01590	DB06650
DB01590	DB06343
DB01700	DB00166
DB01700	DB00007
DB01700	DB00014
DB01700	DB00351
DB01700	DB00864
DB01700	DB00877
DB01700	DB01169
DB01700	DB01590
DB01700	DB02546
DB01700	DB04868
DB01700	DB06287
DB01700	DB06663
DB01700	DB06719
DB01700	DB06791
DB01700	DB06825
DB01700	DB08912
DB01700	DB09063
DB01700	DB06343
DB01700	DB01168
DB01700	DB08881
DB01700	DB06370
DB01700	DB00331
DB01700	DB00914
DB01700	DB01261
DB01700	DB01268
DB01700	DB01388
DB01700	DB00279
DB01700	DB00196
DB01700	DB00571
DB01700	DB00635
DB01700	DB00741
DB01700	DB00959
DB01700	DB01234
DB01700	DB00451
DB01700	DB00104
DB01892	DB00227
DB01892	DB00279
DB01892	DB00481
DB01892	DB00563
DB01892	DB00641
DB01892	DB01092
DB01892	DB01095
DB01892	DB06626
DB02546	DB06643
DB02546	DB00008
DB02546	DB00011
DB02546	DB00018
DB02546	DB00022
DB02546	DB00033
DB02546	DB00034
DB02546	DB00041
DB02546	DB00056
DB02546	DB00059
DB02546	DB00068
DB02546	DB00069
DB02546	DB00073
DB02546	DB00078
DB02546	DB00087
DB02546	DB00105
DB02546	DB00188
DB02546	DB00242
DB02546	DB00262
DB02546	DB00290
DB02546	DB00291
DB02546	DB00293
DB02546	DB00305
DB02546	DB00307
DB02546	DB00322
DB02546	DB00352
DB02546	DB00361
DB02546	DB00398
DB02546	DB00428
DB02546	DB00432
DB02546	DB00441
DB02546	DB00444
DB02546	DB00480
DB02546	DB00515
DB02546	DB00526
DB02546	DB00531
DB02546	DB00541
DB02546	DB00544
DB02546	DB00563
DB02546	DB00570
DB02546	DB00619
DB02546	DB00631
DB02546	DB00635
DB02546	DB00642
DB02546	DB00694
DB02546	DB00755
DB02546	DB00762
DB02546	DB00773
DB02546	DB00851
DB02546	DB00853
DB02546	DB00877
DB02546	DB00928
DB02546	DB00958
DB02546	DB00959
DB02546	DB00970
DB02546	DB00987
DB02546	DB00997
DB02546	DB01005
DB02546	DB01008
DB02546	DB01024
DB02546	DB01030
DB02546	DB01033
DB02546	DB01041
DB02546	DB01042
DB02546	DB01073
DB02546	DB01101
DB02546	DB01168
DB02546	DB01169
DB02546	DB01181
DB02546	DB01204
DB02546	DB01206
DB02546	DB01229
